filename,partition,task,semantic_label,numeric_label
08439.png,val,source,st_stephen_cathedral_vienna,4
07093.png,val,source,museu_nacional_dart_de_catalunya,3
00460.png,train,source,colosseum,0
04489.png,train,source,st_stephen_cathedral_vienna,4
08222.png,val,source,rialto_bridge,2
07492.png,val,source,rialto_bridge,2
03059.png,train,source,st_stephen_cathedral_vienna,4
06181.png,train,source,petronas_towers,1
00270.png,train,source,colosseum,0
02947.png,train,source,hagia_sophia,6
04152.png,train,source,rialto_bridge,2
01768.png,train,source,gaudi_casa_batllo_barcelona,7
02849.png,train,source,st_stephen_cathedral_vienna,4
08129.png,val,source,st_stephen_cathedral_vienna,4
06007.png,train,source,hagia_sophia,6
08082.png,val,source,rialto_bridge,2
08666.png,test,source,berlin_cathedral,5
09721.png,test,source,petronas_towers,1
09791.png,test,source,petronas_towers,1
06827.png,train,source,hagia_sophia,6
07301.png,val,source,petronas_towers,1
04258.png,train,source,gaudi_casa_batllo_barcelona,7
08226.png,val,source,berlin_cathedral,5
05837.png,train,source,hagia_sophia,6
01917.png,train,source,hagia_sophia,6
09717.png,test,source,hagia_sophia,6
04420.png,train,source,colosseum,0
00818.png,train,source,gaudi_casa_batllo_barcelona,7
03771.png,train,source,petronas_towers,1
07933.png,val,source,museu_nacional_dart_de_catalunya,3
07808.png,val,source,gaudi_casa_batllo_barcelona,7
02866.png,train,source,berlin_cathedral,5
06947.png,train,source,hagia_sophia,6
07426.png,val,source,berlin_cathedral,5
06957.png,train,source,hagia_sophia,6
03940.png,train,source,colosseum,0
05076.png,train,source,berlin_cathedral,5
09689.png,test,source,st_stephen_cathedral_vienna,4
00790.png,train,source,colosseum,0
00192.png,train,source,rialto_bridge,2
08058.png,val,source,gaudi_casa_batllo_barcelona,7
04598.png,train,source,gaudi_casa_batllo_barcelona,7
05870.png,train,source,colosseum,0
04931.png,train,source,petronas_towers,1
09726.png,test,source,berlin_cathedral,5
07839.png,val,source,st_stephen_cathedral_vienna,4
09160.png,test,source,colosseum,0
08941.png,test,source,petronas_towers,1
04299.png,train,source,st_stephen_cathedral_vienna,4
09848.png,test,source,gaudi_casa_batllo_barcelona,7
07833.png,val,source,museu_nacional_dart_de_catalunya,3
09403.png,test,source,museu_nacional_dart_de_catalunya,3
03800.png,train,source,colosseum,0
07129.png,val,source,st_stephen_cathedral_vienna,4
01273.png,train,source,museu_nacional_dart_de_catalunya,3
07732.png,val,source,rialto_bridge,2
04206.png,train,source,berlin_cathedral,5
05393.png,train,source,museu_nacional_dart_de_catalunya,3
01279.png,train,source,st_stephen_cathedral_vienna,4
00006.png,train,source,berlin_cathedral,5
09652.png,test,source,rialto_bridge,2
02306.png,train,source,berlin_cathedral,5
01342.png,train,source,rialto_bridge,2
01493.png,train,source,museu_nacional_dart_de_catalunya,3
08509.png,test,source,st_stephen_cathedral_vienna,4
08542.png,test,source,rialto_bridge,2
07141.png,val,source,petronas_towers,1
05500.png,train,source,colosseum,0
06918.png,train,source,gaudi_casa_batllo_barcelona,7
02373.png,train,source,museu_nacional_dart_de_catalunya,3
02111.png,train,source,petronas_towers,1
08329.png,val,source,st_stephen_cathedral_vienna,4
00353.png,train,source,museu_nacional_dart_de_catalunya,3
05640.png,train,source,colosseum,0
01340.png,train,source,colosseum,0
00201.png,train,source,petronas_towers,1
00803.png,train,source,museu_nacional_dart_de_catalunya,3
07926.png,val,source,berlin_cathedral,5
03896.png,train,source,berlin_cathedral,5
05539.png,train,source,st_stephen_cathedral_vienna,4
02117.png,train,source,hagia_sophia,6
01700.png,train,source,colosseum,0
08266.png,val,source,berlin_cathedral,5
00777.png,train,source,hagia_sophia,6
00140.png,train,source,colosseum,0
07387.png,val,source,hagia_sophia,6
01389.png,train,source,st_stephen_cathedral_vienna,4
09346.png,test,source,berlin_cathedral,5
04111.png,train,source,petronas_towers,1
08788.png,test,source,gaudi_casa_batllo_barcelona,7
06352.png,train,source,rialto_bridge,2
09248.png,test,source,gaudi_casa_batllo_barcelona,7
09430.png,test,source,colosseum,0
03087.png,train,source,hagia_sophia,6
07143.png,val,source,museu_nacional_dart_de_catalunya,3
03559.png,train,source,st_stephen_cathedral_vienna,4
07527.png,val,source,hagia_sophia,6
01916.png,train,source,berlin_cathedral,5
07621.png,val,source,petronas_towers,1
00482.png,train,source,rialto_bridge,2
03853.png,train,source,museu_nacional_dart_de_catalunya,3
07112.png,val,source,rialto_bridge,2
07860.png,val,source,colosseum,0
04176.png,train,source,berlin_cathedral,5
08430.png,val,source,colosseum,0
06708.png,train,source,gaudi_casa_batllo_barcelona,7
06138.png,train,source,gaudi_casa_batllo_barcelona,7
07242.png,val,source,rialto_bridge,2
08109.png,val,source,st_stephen_cathedral_vienna,4
07151.png,val,source,petronas_towers,1
06231.png,train,source,petronas_towers,1
09088.png,test,source,gaudi_casa_batllo_barcelona,7
06337.png,train,source,hagia_sophia,6
09316.png,test,source,berlin_cathedral,5
08962.png,test,source,rialto_bridge,2
08510.png,test,source,colosseum,0
09968.png,test,source,gaudi_casa_batllo_barcelona,7
02448.png,train,source,gaudi_casa_batllo_barcelona,7
08148.png,val,source,gaudi_casa_batllo_barcelona,7
03523.png,train,source,museu_nacional_dart_de_catalunya,3
08658.png,test,source,gaudi_casa_batllo_barcelona,7
05866.png,train,source,berlin_cathedral,5
04436.png,train,source,berlin_cathedral,5
06587.png,train,source,hagia_sophia,6
05687.png,train,source,hagia_sophia,6
08937.png,test,source,hagia_sophia,6
07421.png,val,source,petronas_towers,1
02603.png,train,source,museu_nacional_dart_de_catalunya,3
02019.png,train,source,st_stephen_cathedral_vienna,4
00537.png,train,source,hagia_sophia,6
07400.png,val,source,colosseum,0
07682.png,val,source,rialto_bridge,2
03482.png,train,source,rialto_bridge,2
00753.png,train,source,museu_nacional_dart_de_catalunya,3
05729.png,train,source,st_stephen_cathedral_vienna,4
09360.png,test,source,colosseum,0
06117.png,train,source,hagia_sophia,6
09082.png,test,source,rialto_bridge,2
07236.png,val,source,berlin_cathedral,5
07716.png,val,source,berlin_cathedral,5
00827.png,train,source,hagia_sophia,6
02643.png,train,source,museu_nacional_dart_de_catalunya,3
08549.png,test,source,st_stephen_cathedral_vienna,4
08578.png,test,source,gaudi_casa_batllo_barcelona,7
00406.png,train,source,berlin_cathedral,5
08006.png,val,source,berlin_cathedral,5
07306.png,val,source,berlin_cathedral,5
05998.png,train,source,gaudi_casa_batllo_barcelona,7
06092.png,train,source,rialto_bridge,2
08196.png,val,source,berlin_cathedral,5
02871.png,train,source,petronas_towers,1
01453.png,train,source,museu_nacional_dart_de_catalunya,3
09598.png,test,source,gaudi_casa_batllo_barcelona,7
06579.png,train,source,st_stephen_cathedral_vienna,4
01709.png,train,source,st_stephen_cathedral_vienna,4
09323.png,test,source,museu_nacional_dart_de_catalunya,3
09367.png,test,source,hagia_sophia,6
03647.png,train,source,hagia_sophia,6
04217.png,train,source,hagia_sophia,6
05868.png,train,source,gaudi_casa_batllo_barcelona,7
05737.png,train,source,hagia_sophia,6
01762.png,train,source,rialto_bridge,2
00551.png,train,source,petronas_towers,1
05543.png,train,source,museu_nacional_dart_de_catalunya,3
00241.png,train,source,petronas_towers,1
07768.png,val,source,gaudi_casa_batllo_barcelona,7
06813.png,train,source,museu_nacional_dart_de_catalunya,3
09901.png,test,source,petronas_towers,1
08491.png,val,source,petronas_towers,1
03687.png,train,source,hagia_sophia,6
07487.png,val,source,hagia_sophia,6
01877.png,train,source,hagia_sophia,6
06840.png,train,source,colosseum,0
02368.png,train,source,gaudi_casa_batllo_barcelona,7
09260.png,test,source,colosseum,0
00063.png,train,source,museu_nacional_dart_de_catalunya,3
03247.png,train,source,hagia_sophia,6
08382.png,val,source,rialto_bridge,2
01270.png,train,source,colosseum,0
08212.png,val,source,rialto_bridge,2
04120.png,train,source,colosseum,0
08103.png,val,source,museu_nacional_dart_de_catalunya,3
01851.png,train,source,petronas_towers,1
06526.png,train,source,berlin_cathedral,5
07519.png,val,source,st_stephen_cathedral_vienna,4
05846.png,train,source,berlin_cathedral,5
03100.png,train,source,colosseum,0
09261.png,test,source,petronas_towers,1
06077.png,train,source,hagia_sophia,6
07262.png,val,source,rialto_bridge,2
09172.png,test,source,rialto_bridge,2
06366.png,train,source,berlin_cathedral,5
03989.png,train,source,st_stephen_cathedral_vienna,4
04726.png,train,source,berlin_cathedral,5
06799.png,train,source,st_stephen_cathedral_vienna,4
01009.png,train,source,st_stephen_cathedral_vienna,4
05889.png,train,source,st_stephen_cathedral_vienna,4
07857.png,val,source,hagia_sophia,6
01477.png,train,source,hagia_sophia,6
06682.png,train,source,rialto_bridge,2
04592.png,train,source,rialto_bridge,2
02110.png,train,source,colosseum,0
03172.png,train,source,rialto_bridge,2
03279.png,train,source,st_stephen_cathedral_vienna,4
05801.png,train,source,petronas_towers,1
07250.png,val,source,colosseum,0
05463.png,train,source,museu_nacional_dart_de_catalunya,3
07508.png,val,source,gaudi_casa_batllo_barcelona,7
02911.png,train,source,petronas_towers,1
08562.png,test,source,rialto_bridge,2
01529.png,train,source,st_stephen_cathedral_vienna,4
06119.png,train,source,st_stephen_cathedral_vienna,4
00029.png,train,source,st_stephen_cathedral_vienna,4
04719.png,train,source,st_stephen_cathedral_vienna,4
05227.png,train,source,hagia_sophia,6
00476.png,train,source,berlin_cathedral,5
05199.png,train,source,st_stephen_cathedral_vienna,4
08203.png,val,source,museu_nacional_dart_de_catalunya,3
06546.png,train,source,berlin_cathedral,5
09337.png,test,source,hagia_sophia,6
09506.png,test,source,berlin_cathedral,5
09656.png,test,source,berlin_cathedral,5
06407.png,train,source,hagia_sophia,6
06901.png,train,source,petronas_towers,1
07373.png,val,source,museu_nacional_dart_de_catalunya,3
00106.png,train,source,berlin_cathedral,5
03058.png,train,source,gaudi_casa_batllo_barcelona,7
07849.png,val,source,st_stephen_cathedral_vienna,4
07110.png,val,source,colosseum,0
01498.png,train,source,gaudi_casa_batllo_barcelona,7
08880.png,test,source,colosseum,0
07299.png,val,source,st_stephen_cathedral_vienna,4
09747.png,test,source,hagia_sophia,6
03826.png,train,source,berlin_cathedral,5
09066.png,test,source,berlin_cathedral,5
01913.png,train,source,museu_nacional_dart_de_catalunya,3
07947.png,val,source,hagia_sophia,6
08261.png,val,source,petronas_towers,1
02266.png,train,source,berlin_cathedral,5
09469.png,test,source,st_stephen_cathedral_vienna,4
06939.png,train,source,st_stephen_cathedral_vienna,4
00069.png,train,source,st_stephen_cathedral_vienna,4
04310.png,train,source,colosseum,0
09857.png,test,source,hagia_sophia,6
04083.png,train,source,museu_nacional_dart_de_catalunya,3
04228.png,train,source,gaudi_casa_batllo_barcelona,7
04662.png,train,source,rialto_bridge,2
00746.png,train,source,berlin_cathedral,5
00647.png,train,source,hagia_sophia,6
04246.png,train,source,berlin_cathedral,5
05860.png,train,source,colosseum,0
05719.png,train,source,st_stephen_cathedral_vienna,4
08237.png,val,source,hagia_sophia,6
00507.png,train,source,hagia_sophia,6
05348.png,train,source,gaudi_casa_batllo_barcelona,7
04836.png,train,source,berlin_cathedral,5
05343.png,train,source,museu_nacional_dart_de_catalunya,3
00461.png,train,source,petronas_towers,1
08490.png,val,source,colosseum,0
05678.png,train,source,gaudi_casa_batllo_barcelona,7
04043.png,train,source,museu_nacional_dart_de_catalunya,3
09218.png,test,source,gaudi_casa_batllo_barcelona,7
02512.png,train,source,rialto_bridge,2
03338.png,train,source,gaudi_casa_batllo_barcelona,7
02468.png,train,source,gaudi_casa_batllo_barcelona,7
01356.png,train,source,berlin_cathedral,5
08820.png,test,source,colosseum,0
07488.png,val,source,gaudi_casa_batllo_barcelona,7
07707.png,val,source,hagia_sophia,6
05662.png,train,source,rialto_bridge,2
06042.png,train,source,rialto_bridge,2
07231.png,val,source,petronas_towers,1
00286.png,train,source,berlin_cathedral,5
07226.png,val,source,berlin_cathedral,5
09719.png,test,source,st_stephen_cathedral_vienna,4
09062.png,test,source,rialto_bridge,2
07620.png,val,source,colosseum,0
09173.png,test,source,museu_nacional_dart_de_catalunya,3
06288.png,train,source,gaudi_casa_batllo_barcelona,7
05747.png,train,source,hagia_sophia,6
03983.png,train,source,museu_nacional_dart_de_catalunya,3
01200.png,train,source,colosseum,0
04956.png,train,source,berlin_cathedral,5
08950.png,test,source,colosseum,0
07590.png,val,source,colosseum,0
09041.png,test,source,petronas_towers,1
07878.png,val,source,gaudi_casa_batllo_barcelona,7
08599.png,test,source,st_stephen_cathedral_vienna,4
04490.png,train,source,colosseum,0
06722.png,train,source,rialto_bridge,2
09227.png,test,source,hagia_sophia,6
01887.png,train,source,hagia_sophia,6
01028.png,train,source,gaudi_casa_batllo_barcelona,7
02986.png,train,source,berlin_cathedral,5
04167.png,train,source,hagia_sophia,6
02861.png,train,source,petronas_towers,1
06997.png,train,source,hagia_sophia,6
00449.png,train,source,st_stephen_cathedral_vienna,4
00376.png,train,source,berlin_cathedral,5
09018.png,test,source,gaudi_casa_batllo_barcelona,7
08881.png,test,source,petronas_towers,1
04386.png,train,source,berlin_cathedral,5
02841.png,train,source,petronas_towers,1
03016.png,train,source,berlin_cathedral,5
06041.png,train,source,petronas_towers,1
07398.png,val,source,gaudi_casa_batllo_barcelona,7
09910.png,test,source,colosseum,0
00848.png,train,source,gaudi_casa_batllo_barcelona,7
04146.png,train,source,berlin_cathedral,5
08048.png,val,source,gaudi_casa_batllo_barcelona,7
00943.png,train,source,museu_nacional_dart_de_catalunya,3
08648.png,test,source,gaudi_casa_batllo_barcelona,7
03823.png,train,source,museu_nacional_dart_de_catalunya,3
09799.png,test,source,st_stephen_cathedral_vienna,4
01813.png,train,source,museu_nacional_dart_de_catalunya,3
05491.png,train,source,petronas_towers,1
01889.png,train,source,st_stephen_cathedral_vienna,4
06100.png,train,source,colosseum,0
05673.png,train,source,museu_nacional_dart_de_catalunya,3
07070.png,val,source,colosseum,0
02101.png,train,source,petronas_towers,1
09990.png,test,source,colosseum,0
09993.png,test,source,museu_nacional_dart_de_catalunya,3
07628.png,val,source,gaudi_casa_batllo_barcelona,7
04372.png,train,source,rialto_bridge,2
07402.png,val,source,rialto_bridge,2
01630.png,train,source,colosseum,0
03843.png,train,source,museu_nacional_dart_de_catalunya,3
07530.png,val,source,colosseum,0
09568.png,test,source,gaudi_casa_batllo_barcelona,7
08576.png,test,source,berlin_cathedral,5
03347.png,train,source,hagia_sophia,6
06142.png,train,source,rialto_bridge,2
06466.png,train,source,berlin_cathedral,5
02053.png,train,source,museu_nacional_dart_de_catalunya,3
07856.png,val,source,berlin_cathedral,5
03917.png,train,source,hagia_sophia,6
06193.png,train,source,museu_nacional_dart_de_catalunya,3
09098.png,test,source,gaudi_casa_batllo_barcelona,7
03636.png,train,source,berlin_cathedral,5
03533.png,train,source,museu_nacional_dart_de_catalunya,3
05411.png,train,source,petronas_towers,1
09213.png,test,source,museu_nacional_dart_de_catalunya,3
09069.png,test,source,st_stephen_cathedral_vienna,4
05849.png,train,source,st_stephen_cathedral_vienna,4
02663.png,train,source,museu_nacional_dart_de_catalunya,3
09681.png,test,source,petronas_towers,1
09552.png,test,source,rialto_bridge,2
00723.png,train,source,museu_nacional_dart_de_catalunya,3
08280.png,val,source,colosseum,0
04721.png,train,source,petronas_towers,1
00049.png,train,source,st_stephen_cathedral_vienna,4
04337.png,train,source,hagia_sophia,6
05722.png,train,source,rialto_bridge,2
09882.png,test,source,rialto_bridge,2
09052.png,test,source,rialto_bridge,2
04603.png,train,source,museu_nacional_dart_de_catalunya,3
06257.png,train,source,hagia_sophia,6
03867.png,train,source,hagia_sophia,6
03232.png,train,source,rialto_bridge,2
04008.png,train,source,gaudi_casa_batllo_barcelona,7
07296.png,val,source,berlin_cathedral,5
07997.png,val,source,hagia_sophia,6
09012.png,test,source,rialto_bridge,2
00349.png,train,source,st_stephen_cathedral_vienna,4
00042.png,train,source,rialto_bridge,2
00580.png,train,source,colosseum,0
09253.png,test,source,museu_nacional_dart_de_catalunya,3
03272.png,train,source,rialto_bridge,2
03429.png,train,source,st_stephen_cathedral_vienna,4
01111.png,train,source,petronas_towers,1
05902.png,train,source,rialto_bridge,2
00886.png,train,source,berlin_cathedral,5
06263.png,train,source,museu_nacional_dart_de_catalunya,3
09629.png,test,source,st_stephen_cathedral_vienna,4
02900.png,train,source,colosseum,0
04231.png,train,source,petronas_towers,1
01023.png,train,source,museu_nacional_dart_de_catalunya,3
07361.png,val,source,petronas_towers,1
04086.png,train,source,berlin_cathedral,5
03593.png,train,source,museu_nacional_dart_de_catalunya,3
03676.png,train,source,berlin_cathedral,5
08179.png,val,source,st_stephen_cathedral_vienna,4
04888.png,train,source,gaudi_casa_batllo_barcelona,7
00867.png,train,source,hagia_sophia,6
01538.png,train,source,gaudi_casa_batllo_barcelona,7
04971.png,train,source,petronas_towers,1
03468.png,train,source,gaudi_casa_batllo_barcelona,7
06358.png,train,source,gaudi_casa_batllo_barcelona,7
06592.png,train,source,rialto_bridge,2
03840.png,train,source,colosseum,0
00889.png,train,source,st_stephen_cathedral_vienna,4
02771.png,train,source,petronas_towers,1
08917.png,test,source,hagia_sophia,6
01467.png,train,source,hagia_sophia,6
07090.png,val,source,colosseum,0
06200.png,train,source,colosseum,0
00839.png,train,source,st_stephen_cathedral_vienna,4
06438.png,train,source,gaudi_casa_batllo_barcelona,7
08293.png,val,source,museu_nacional_dart_de_catalunya,3
02231.png,train,source,petronas_towers,1
08532.png,test,source,rialto_bridge,2
07468.png,val,source,gaudi_casa_batllo_barcelona,7
03748.png,train,source,gaudi_casa_batllo_barcelona,7
00377.png,train,source,hagia_sophia,6
08550.png,test,source,colosseum,0
09527.png,test,source,hagia_sophia,6
07452.png,val,source,rialto_bridge,2
09059.png,test,source,st_stephen_cathedral_vienna,4
04743.png,train,source,museu_nacional_dart_de_catalunya,3
00890.png,train,source,colosseum,0
00227.png,train,source,hagia_sophia,6
02650.png,train,source,colosseum,0
07862.png,val,source,rialto_bridge,2
07100.png,val,source,colosseum,0
08857.png,test,source,hagia_sophia,6
02220.png,train,source,colosseum,0
01671.png,train,source,petronas_towers,1
01938.png,train,source,gaudi_casa_batllo_barcelona,7
01868.png,train,source,gaudi_casa_batllo_barcelona,7
07429.png,val,source,st_stephen_cathedral_vienna,4
05813.png,train,source,museu_nacional_dart_de_catalunya,3
00337.png,train,source,hagia_sophia,6
07199.png,val,source,st_stephen_cathedral_vienna,4
08007.png,val,source,hagia_sophia,6
00238.png,train,source,gaudi_casa_batllo_barcelona,7
07291.png,val,source,petronas_towers,1
07049.png,val,source,st_stephen_cathedral_vienna,4
05968.png,train,source,gaudi_casa_batllo_barcelona,7
08653.png,test,source,museu_nacional_dart_de_catalunya,3
08450.png,val,source,colosseum,0
08168.png,val,source,gaudi_casa_batllo_barcelona,7
07536.png,val,source,berlin_cathedral,5
06953.png,train,source,museu_nacional_dart_de_catalunya,3
03070.png,train,source,colosseum,0
05032.png,train,source,rialto_bridge,2
01006.png,train,source,berlin_cathedral,5
03860.png,train,source,colosseum,0
09957.png,test,source,hagia_sophia,6
06549.png,train,source,st_stephen_cathedral_vienna,4
08930.png,test,source,colosseum,0
08386.png,val,source,berlin_cathedral,5
08560.png,test,source,colosseum,0
02086.png,train,source,berlin_cathedral,5
03129.png,train,source,st_stephen_cathedral_vienna,4
03721.png,train,source,petronas_towers,1
03393.png,train,source,museu_nacional_dart_de_catalunya,3
00307.png,train,source,hagia_sophia,6
01282.png,train,source,rialto_bridge,2
09913.png,test,source,museu_nacional_dart_de_catalunya,3
01038.png,train,source,gaudi_casa_batllo_barcelona,7
00171.png,train,source,petronas_towers,1
04757.png,train,source,hagia_sophia,6
07691.png,val,source,petronas_towers,1
02822.png,train,source,rialto_bridge,2
09272.png,test,source,rialto_bridge,2
09040.png,test,source,colosseum,0
03502.png,train,source,rialto_bridge,2
08289.png,val,source,st_stephen_cathedral_vienna,4
08313.png,val,source,museu_nacional_dart_de_catalunya,3
00141.png,train,source,petronas_towers,1
04802.png,train,source,rialto_bridge,2
01437.png,train,source,hagia_sophia,6
07633.png,val,source,museu_nacional_dart_de_catalunya,3
09922.png,test,source,rialto_bridge,2
09420.png,test,source,colosseum,0
03811.png,train,source,petronas_towers,1
05371.png,train,source,petronas_towers,1
08936.png,test,source,berlin_cathedral,5
01396.png,train,source,berlin_cathedral,5
09586.png,test,source,berlin_cathedral,5
07737.png,val,source,hagia_sophia,6
07163.png,val,source,museu_nacional_dart_de_catalunya,3
00982.png,train,source,rialto_bridge,2
08401.png,val,source,petronas_towers,1
07609.png,val,source,st_stephen_cathedral_vienna,4
04192.png,train,source,rialto_bridge,2
05529.png,train,source,st_stephen_cathedral_vienna,4
02662.png,train,source,rialto_bridge,2
09313.png,test,source,museu_nacional_dart_de_catalunya,3
00232.png,train,source,rialto_bridge,2
06899.png,train,source,st_stephen_cathedral_vienna,4
09446.png,test,source,berlin_cathedral,5
07150.png,val,source,colosseum,0
03580.png,train,source,colosseum,0
07479.png,val,source,st_stephen_cathedral_vienna,4
06680.png,train,source,colosseum,0
09621.png,test,source,petronas_towers,1
00090.png,train,source,colosseum,0
07637.png,val,source,hagia_sophia,6
03761.png,train,source,petronas_towers,1
05526.png,train,source,berlin_cathedral,5
08420.png,val,source,colosseum,0
02993.png,train,source,museu_nacional_dart_de_catalunya,3
09697.png,test,source,hagia_sophia,6
07817.png,val,source,hagia_sophia,6
09806.png,test,source,berlin_cathedral,5
03296.png,train,source,berlin_cathedral,5
02559.png,train,source,st_stephen_cathedral_vienna,4
00532.png,train,source,rialto_bridge,2
00060.png,train,source,colosseum,0
06883.png,train,source,museu_nacional_dart_de_catalunya,3
00752.png,train,source,rialto_bridge,2
00658.png,train,source,gaudi_casa_batllo_barcelona,7
09436.png,test,source,berlin_cathedral,5
02513.png,train,source,museu_nacional_dart_de_catalunya,3
08033.png,val,source,museu_nacional_dart_de_catalunya,3
00267.png,train,source,hagia_sophia,6
01823.png,train,source,museu_nacional_dart_de_catalunya,3
04026.png,train,source,berlin_cathedral,5
00813.png,train,source,museu_nacional_dart_de_catalunya,3
07706.png,val,source,berlin_cathedral,5
07410.png,val,source,colosseum,0
02426.png,train,source,berlin_cathedral,5
05419.png,train,source,st_stephen_cathedral_vienna,4
07032.png,val,source,rialto_bridge,2
08331.png,val,source,petronas_towers,1
08961.png,test,source,petronas_towers,1
01808.png,train,source,gaudi_casa_batllo_barcelona,7
04203.png,train,source,museu_nacional_dart_de_catalunya,3
00940.png,train,source,colosseum,0
09092.png,test,source,rialto_bridge,2
08762.png,test,source,rialto_bridge,2
00089.png,train,source,st_stephen_cathedral_vienna,4
05356.png,train,source,berlin_cathedral,5
04810.png,train,source,colosseum,0
00258.png,train,source,gaudi_casa_batllo_barcelona,7
08276.png,val,source,berlin_cathedral,5
00457.png,train,source,hagia_sophia,6
07512.png,val,source,rialto_bridge,2
08479.png,val,source,st_stephen_cathedral_vienna,4
07271.png,val,source,petronas_towers,1
06413.png,train,source,museu_nacional_dart_de_catalunya,3
09673.png,test,source,museu_nacional_dart_de_catalunya,3
09690.png,test,source,colosseum,0
03768.png,train,source,gaudi_casa_batllo_barcelona,7
05340.png,train,source,colosseum,0
03362.png,train,source,rialto_bridge,2
09547.png,test,source,hagia_sophia,6
04669.png,train,source,st_stephen_cathedral_vienna,4
02080.png,train,source,colosseum,0
08162.png,val,source,rialto_bridge,2
03540.png,train,source,colosseum,0
08507.png,test,source,hagia_sophia,6
09203.png,test,source,museu_nacional_dart_de_catalunya,3
02282.png,train,source,rialto_bridge,2
04130.png,train,source,colosseum,0
00626.png,train,source,berlin_cathedral,5
03881.png,train,source,petronas_towers,1
07207.png,val,source,hagia_sophia,6
06383.png,train,source,museu_nacional_dart_de_catalunya,3
03169.png,train,source,st_stephen_cathedral_vienna,4
00066.png,train,source,berlin_cathedral,5
04253.png,train,source,museu_nacional_dart_de_catalunya,3
09478.png,test,source,gaudi_casa_batllo_barcelona,7
02887.png,train,source,hagia_sophia,6
02907.png,train,source,hagia_sophia,6
07720.png,val,source,colosseum,0
02647.png,train,source,hagia_sophia,6
01658.png,train,source,gaudi_casa_batllo_barcelona,7
04593.png,train,source,museu_nacional_dart_de_catalunya,3
01873.png,train,source,museu_nacional_dart_de_catalunya,3
03037.png,train,source,hagia_sophia,6
04646.png,train,source,berlin_cathedral,5
01160.png,train,source,colosseum,0
07650.png,val,source,colosseum,0
07990.png,val,source,colosseum,0
08346.png,val,source,berlin_cathedral,5
03937.png,train,source,hagia_sophia,6
03658.png,train,source,gaudi_casa_batllo_barcelona,7
09079.png,test,source,st_stephen_cathedral_vienna,4
07626.png,val,source,berlin_cathedral,5
02228.png,train,source,gaudi_casa_batllo_barcelona,7
01232.png,train,source,rialto_bridge,2
07968.png,val,source,gaudi_casa_batllo_barcelona,7
09811.png,test,source,petronas_towers,1
02333.png,train,source,museu_nacional_dart_de_catalunya,3
06563.png,train,source,museu_nacional_dart_de_catalunya,3
02838.png,train,source,gaudi_casa_batllo_barcelona,7
05148.png,train,source,gaudi_casa_batllo_barcelona,7
08131.png,val,source,petronas_towers,1
08469.png,val,source,st_stephen_cathedral_vienna,4
03228.png,train,source,gaudi_casa_batllo_barcelona,7
07888.png,val,source,gaudi_casa_batllo_barcelona,7
01616.png,train,source,berlin_cathedral,5
07907.png,val,source,hagia_sophia,6
01949.png,train,source,st_stephen_cathedral_vienna,4
09731.png,test,source,petronas_towers,1
06460.png,train,source,colosseum,0
04699.png,train,source,st_stephen_cathedral_vienna,4
06632.png,train,source,rialto_bridge,2
05286.png,train,source,berlin_cathedral,5
09776.png,test,source,berlin_cathedral,5
06668.png,train,source,gaudi_casa_batllo_barcelona,7
02259.png,train,source,st_stephen_cathedral_vienna,4
09016.png,test,source,berlin_cathedral,5
08827.png,test,source,hagia_sophia,6
08497.png,val,source,hagia_sophia,6
01506.png,train,source,berlin_cathedral,5
09767.png,test,source,hagia_sophia,6
07018.png,val,source,gaudi_casa_batllo_barcelona,7
00952.png,train,source,rialto_bridge,2
03241.png,train,source,petronas_towers,1
02400.png,train,source,colosseum,0
04856.png,train,source,berlin_cathedral,5
09590.png,test,source,colosseum,0
06673.png,train,source,museu_nacional_dart_de_catalunya,3
08252.png,val,source,rialto_bridge,2
04892.png,train,source,rialto_bridge,2
08631.png,test,source,petronas_towers,1
06838.png,train,source,gaudi_casa_batllo_barcelona,7
03990.png,train,source,colosseum,0
07330.png,val,source,colosseum,0
07419.png,val,source,st_stephen_cathedral_vienna,4
07510.png,val,source,colosseum,0
09581.png,test,source,petronas_towers,1
03029.png,train,source,st_stephen_cathedral_vienna,4
07622.png,val,source,rialto_bridge,2
05289.png,train,source,st_stephen_cathedral_vienna,4
06402.png,train,source,rialto_bridge,2
07539.png,val,source,st_stephen_cathedral_vienna,4
07840.png,val,source,colosseum,0
05149.png,train,source,st_stephen_cathedral_vienna,4
02846.png,train,source,berlin_cathedral,5
07543.png,val,source,museu_nacional_dart_de_catalunya,3
01073.png,train,source,museu_nacional_dart_de_catalunya,3
09813.png,test,source,museu_nacional_dart_de_catalunya,3
04028.png,train,source,gaudi_casa_batllo_barcelona,7
08046.png,val,source,berlin_cathedral,5
09456.png,test,source,berlin_cathedral,5
04066.png,train,source,berlin_cathedral,5
08690.png,test,source,colosseum,0
03507.png,train,source,hagia_sophia,6
01619.png,train,source,st_stephen_cathedral_vienna,4
02489.png,train,source,st_stephen_cathedral_vienna,4
03541.png,train,source,petronas_towers,1
02803.png,train,source,museu_nacional_dart_de_catalunya,3
09953.png,test,source,museu_nacional_dart_de_catalunya,3
03672.png,train,source,rialto_bridge,2
03010.png,train,source,colosseum,0
00938.png,train,source,gaudi_casa_batllo_barcelona,7
05612.png,train,source,rialto_bridge,2
07572.png,val,source,rialto_bridge,2
