filename,semantic_label,partition,numeric_label,task
04598_aug_0.png,gaudi_casa_batllo_barcelona,train,7,source
05870_aug_0.png,colosseum,train,0,source
04931_aug_0.png,petronas_towers,train,1,source
09726.png,berlin_cathedral,test,5,source
07839.png,st_stephen_cathedral_vienna,val,4,source
09160.png,colosseum,test,0,source
08941.png,petronas_towers,test,1,source
04299_aug_0.png,st_stephen_cathedral_vienna,train,4,source
09848.png,gaudi_casa_batllo_barcelona,test,7,source
07833.png,museu_nacional_dart_de_catalunya,val,3,source
09403.png,museu_nacional_dart_de_catalunya,test,3,source
03800_aug_0.png,colosseum,train,0,source
07129.png,st_stephen_cathedral_vienna,val,4,source
01273_aug_0.png,museu_nacional_dart_de_catalunya,train,3,source
07732.png,rialto_bridge,val,2,source
04206_aug_0.png,berlin_cathedral,train,5,source
05393_aug_0.png,museu_nacional_dart_de_catalunya,train,3,source
01279_aug_0.png,st_stephen_cathedral_vienna,train,4,source
00006_aug_0.png,berlin_cathedral,train,5,source
09652.png,rialto_bridge,test,2,source
02306_aug_0.png,berlin_cathedral,train,5,source
01342_aug_0.png,rialto_bridge,train,2,source
01493_aug_0.png,museu_nacional_dart_de_catalunya,train,3,source
08509.png,st_stephen_cathedral_vienna,test,4,source
08542.png,rialto_bridge,test,2,source
07141.png,petronas_towers,val,1,source
05500_aug_0.png,colosseum,train,0,source
06918_aug_0.png,gaudi_casa_batllo_barcelona,train,7,source
02373_aug_0.png,museu_nacional_dart_de_catalunya,train,3,source
02111_aug_0.png,petronas_towers,train,1,source
08329.png,st_stephen_cathedral_vienna,val,4,source
00353_aug_0.png,museu_nacional_dart_de_catalunya,train,3,source
05640_aug_0.png,colosseum,train,0,source
01340_aug_0.png,colosseum,train,0,source
00201_aug_0.png,petronas_towers,train,1,source
00803_aug_0.png,museu_nacional_dart_de_catalunya,train,3,source
07926.png,berlin_cathedral,val,5,source
03896_aug_0.png,berlin_cathedral,train,5,source
05539_aug_0.png,st_stephen_cathedral_vienna,train,4,source
02117_aug_0.png,hagia_sophia,train,6,source
01700_aug_0.png,colosseum,train,0,source
08266.png,berlin_cathedral,val,5,source
00777_aug_0.png,hagia_sophia,train,6,source
00140_aug_0.png,colosseum,train,0,source
07387.png,hagia_sophia,val,6,source
01389_aug_0.png,st_stephen_cathedral_vienna,train,4,source
09346.png,berlin_cathedral,test,5,source
04111_aug_0.png,petronas_towers,train,1,source
08788.png,gaudi_casa_batllo_barcelona,test,7,source
06352_aug_0.png,rialto_bridge,train,2,source
09248.png,gaudi_casa_batllo_barcelona,test,7,source
09430.png,colosseum,test,0,source
03087_aug_0.png,hagia_sophia,train,6,source
07143.png,museu_nacional_dart_de_catalunya,val,3,source
03559_aug_0.png,st_stephen_cathedral_vienna,train,4,source
07527.png,hagia_sophia,val,6,source
01916_aug_0.png,berlin_cathedral,train,5,source
07621.png,petronas_towers,val,1,source
00482_aug_0.png,rialto_bridge,train,2,source
03853_aug_0.png,museu_nacional_dart_de_catalunya,train,3,source
07112.png,rialto_bridge,val,2,source
07860.png,colosseum,val,0,source
04176_aug_0.png,berlin_cathedral,train,5,source
08430.png,colosseum,val,0,source
06708_aug_0.png,gaudi_casa_batllo_barcelona,train,7,source
06138_aug_0.png,gaudi_casa_batllo_barcelona,train,7,source
07242.png,rialto_bridge,val,2,source
08109.png,st_stephen_cathedral_vienna,val,4,source
07151.png,petronas_towers,val,1,source
06231_aug_0.png,petronas_towers,train,1,source
09088.png,gaudi_casa_batllo_barcelona,test,7,source
06337_aug_0.png,hagia_sophia,train,6,source
09316.png,berlin_cathedral,test,5,source
08962.png,rialto_bridge,test,2,source
08510.png,colosseum,test,0,source
09968.png,gaudi_casa_batllo_barcelona,test,7,source
02448_aug_0.png,gaudi_casa_batllo_barcelona,train,7,source
08148.png,gaudi_casa_batllo_barcelona,val,7,source
03523_aug_0.png,museu_nacional_dart_de_catalunya,train,3,source
08658.png,gaudi_casa_batllo_barcelona,test,7,source
05866_aug_0.png,berlin_cathedral,train,5,source
04436_aug_0.png,berlin_cathedral,train,5,source
06587_aug_0.png,hagia_sophia,train,6,source
05687_aug_0.png,hagia_sophia,train,6,source
08937.png,hagia_sophia,test,6,source
07421.png,petronas_towers,val,1,source
02603_aug_0.png,museu_nacional_dart_de_catalunya,train,3,source
02019_aug_0.png,st_stephen_cathedral_vienna,train,4,source
00537_aug_0.png,hagia_sophia,train,6,source
07400.png,colosseum,val,0,source
07682.png,rialto_bridge,val,2,source
03482_aug_0.png,rialto_bridge,train,2,source
00753_aug_0.png,museu_nacional_dart_de_catalunya,train,3,source
05729_aug_0.png,st_stephen_cathedral_vienna,train,4,source
09360.png,colosseum,test,0,source
06117_aug_0.png,hagia_sophia,train,6,source
09082.png,rialto_bridge,test,2,source
07236.png,berlin_cathedral,val,5,source
07716.png,berlin_cathedral,val,5,source
00827_aug_0.png,hagia_sophia,train,6,source
02643_aug_0.png,museu_nacional_dart_de_catalunya,train,3,source
08549.png,st_stephen_cathedral_vienna,test,4,source
08578.png,gaudi_casa_batllo_barcelona,test,7,source
00406_aug_0.png,berlin_cathedral,train,5,source
08006.png,berlin_cathedral,val,5,source
07306.png,berlin_cathedral,val,5,source
05998_aug_0.png,gaudi_casa_batllo_barcelona,train,7,source
06092_aug_0.png,rialto_bridge,train,2,source
08196.png,berlin_cathedral,val,5,source
02871_aug_0.png,petronas_towers,train,1,source
01453_aug_0.png,museu_nacional_dart_de_catalunya,train,3,source
09598.png,gaudi_casa_batllo_barcelona,test,7,source
06579_aug_0.png,st_stephen_cathedral_vienna,train,4,source
01709_aug_0.png,st_stephen_cathedral_vienna,train,4,source
09323.png,museu_nacional_dart_de_catalunya,test,3,source
09367.png,hagia_sophia,test,6,source
03647_aug_0.png,hagia_sophia,train,6,source
04217_aug_0.png,hagia_sophia,train,6,source
05868_aug_0.png,gaudi_casa_batllo_barcelona,train,7,source
05737_aug_0.png,hagia_sophia,train,6,source
01762_aug_0.png,rialto_bridge,train,2,source
00551_aug_0.png,petronas_towers,train,1,source
05543_aug_0.png,museu_nacional_dart_de_catalunya,train,3,source
00241_aug_0.png,petronas_towers,train,1,source
07768.png,gaudi_casa_batllo_barcelona,val,7,source
06813_aug_0.png,museu_nacional_dart_de_catalunya,train,3,source
09901.png,petronas_towers,test,1,source
08491.png,petronas_towers,val,1,source
03687_aug_0.png,hagia_sophia,train,6,source
07487.png,hagia_sophia,val,6,source
01877_aug_0.png,hagia_sophia,train,6,source
06840_aug_0.png,colosseum,train,0,source
02368_aug_0.png,gaudi_casa_batllo_barcelona,train,7,source
09260.png,colosseum,test,0,source
00063_aug_0.png,museu_nacional_dart_de_catalunya,train,3,source
03247_aug_0.png,hagia_sophia,train,6,source
08382.png,rialto_bridge,val,2,source
01270_aug_0.png,colosseum,train,0,source
08212.png,rialto_bridge,val,2,source
04120_aug_0.png,colosseum,train,0,source
08103.png,museu_nacional_dart_de_catalunya,val,3,source
01851_aug_0.png,petronas_towers,train,1,source
06526_aug_0.png,berlin_cathedral,train,5,source
07519.png,st_stephen_cathedral_vienna,val,4,source
05846_aug_0.png,berlin_cathedral,train,5,source
03100_aug_0.png,colosseum,train,0,source
09261.png,petronas_towers,test,1,source
06077_aug_0.png,hagia_sophia,train,6,source
07262.png,rialto_bridge,val,2,source
09172.png,rialto_bridge,test,2,source
06366_aug_0.png,berlin_cathedral,train,5,source
03989_aug_0.png,st_stephen_cathedral_vienna,train,4,source
04726_aug_0.png,berlin_cathedral,train,5,source
06799_aug_0.png,st_stephen_cathedral_vienna,train,4,source
01009_aug_0.png,st_stephen_cathedral_vienna,train,4,source
05889_aug_0.png,st_stephen_cathedral_vienna,train,4,source
07857.png,hagia_sophia,val,6,source
01477_aug_0.png,hagia_sophia,train,6,source
06682_aug_0.png,rialto_bridge,train,2,source
04592_aug_0.png,rialto_bridge,train,2,source
02110_aug_0.png,colosseum,train,0,source
03172_aug_0.png,rialto_bridge,train,2,source
03279_aug_0.png,st_stephen_cathedral_vienna,train,4,source
05801_aug_0.png,petronas_towers,train,1,source
07250.png,colosseum,val,0,source
05463_aug_0.png,museu_nacional_dart_de_catalunya,train,3,source
07508.png,gaudi_casa_batllo_barcelona,val,7,source
02911_aug_0.png,petronas_towers,train,1,source
08562.png,rialto_bridge,test,2,source
01529_aug_0.png,st_stephen_cathedral_vienna,train,4,source
06119_aug_0.png,st_stephen_cathedral_vienna,train,4,source
00029_aug_0.png,st_stephen_cathedral_vienna,train,4,source
04719_aug_0.png,st_stephen_cathedral_vienna,train,4,source
05227_aug_0.png,hagia_sophia,train,6,source
00476_aug_0.png,berlin_cathedral,train,5,source
05199_aug_0.png,st_stephen_cathedral_vienna,train,4,source
08203.png,museu_nacional_dart_de_catalunya,val,3,source
06546_aug_0.png,berlin_cathedral,train,5,source
09337.png,hagia_sophia,test,6,source
09506.png,berlin_cathedral,test,5,source
09656.png,berlin_cathedral,test,5,source
06407_aug_0.png,hagia_sophia,train,6,source
06901_aug_0.png,petronas_towers,train,1,source
07373.png,museu_nacional_dart_de_catalunya,val,3,source
00106_aug_0.png,berlin_cathedral,train,5,source
03058_aug_0.png,gaudi_casa_batllo_barcelona,train,7,source
07849.png,st_stephen_cathedral_vienna,val,4,source
07110.png,colosseum,val,0,source
01498_aug_0.png,gaudi_casa_batllo_barcelona,train,7,source
08880.png,colosseum,test,0,source
07299.png,st_stephen_cathedral_vienna,val,4,source
09747.png,hagia_sophia,test,6,source
03826_aug_0.png,berlin_cathedral,train,5,source
09066.png,berlin_cathedral,test,5,source
01913_aug_0.png,museu_nacional_dart_de_catalunya,train,3,source
07947.png,hagia_sophia,val,6,source
08261.png,petronas_towers,val,1,source
02266_aug_0.png,berlin_cathedral,train,5,source
09469.png,st_stephen_cathedral_vienna,test,4,source
06939_aug_0.png,st_stephen_cathedral_vienna,train,4,source
00069_aug_0.png,st_stephen_cathedral_vienna,train,4,source
04310_aug_0.png,colosseum,train,0,source
09857.png,hagia_sophia,test,6,source
04083_aug_0.png,museu_nacional_dart_de_catalunya,train,3,source
04228_aug_0.png,gaudi_casa_batllo_barcelona,train,7,source
04662_aug_0.png,rialto_bridge,train,2,source
00746_aug_0.png,berlin_cathedral,train,5,source
00647_aug_0.png,hagia_sophia,train,6,source
04246_aug_0.png,berlin_cathedral,train,5,source
05860_aug_0.png,colosseum,train,0,source
05719_aug_0.png,st_stephen_cathedral_vienna,train,4,source
08237.png,hagia_sophia,val,6,source
00507_aug_0.png,hagia_sophia,train,6,source
05348_aug_0.png,gaudi_casa_batllo_barcelona,train,7,source
04836_aug_0.png,berlin_cathedral,train,5,source
05343_aug_0.png,museu_nacional_dart_de_catalunya,train,3,source
00461_aug_0.png,petronas_towers,train,1,source
08490.png,colosseum,val,0,source
05678_aug_0.png,gaudi_casa_batllo_barcelona,train,7,source
04043_aug_0.png,museu_nacional_dart_de_catalunya,train,3,source
09218.png,gaudi_casa_batllo_barcelona,test,7,source
02512_aug_0.png,rialto_bridge,train,2,source
03338_aug_0.png,gaudi_casa_batllo_barcelona,train,7,source
02468_aug_0.png,gaudi_casa_batllo_barcelona,train,7,source
01356_aug_0.png,berlin_cathedral,train,5,source
08820.png,colosseum,test,0,source
07488.png,gaudi_casa_batllo_barcelona,val,7,source
07707.png,hagia_sophia,val,6,source
05662_aug_0.png,rialto_bridge,train,2,source
06042_aug_0.png,rialto_bridge,train,2,source
07231.png,petronas_towers,val,1,source
00286_aug_0.png,berlin_cathedral,train,5,source
07226.png,berlin_cathedral,val,5,source
09719.png,st_stephen_cathedral_vienna,test,4,source
09062.png,rialto_bridge,test,2,source
07620.png,colosseum,val,0,source
09173.png,museu_nacional_dart_de_catalunya,test,3,source
06288_aug_0.png,gaudi_casa_batllo_barcelona,train,7,source
05747_aug_0.png,hagia_sophia,train,6,source
03983_aug_0.png,museu_nacional_dart_de_catalunya,train,3,source
01200_aug_0.png,colosseum,train,0,source
04956_aug_0.png,berlin_cathedral,train,5,source
08950.png,colosseum,test,0,source
07590.png,colosseum,val,0,source
09041.png,petronas_towers,test,1,source
07878.png,gaudi_casa_batllo_barcelona,val,7,source
08599.png,st_stephen_cathedral_vienna,test,4,source
04490_aug_0.png,colosseum,train,0,source
06722_aug_0.png,rialto_bridge,train,2,source
09227.png,hagia_sophia,test,6,source
01887_aug_0.png,hagia_sophia,train,6,source
01028_aug_0.png,gaudi_casa_batllo_barcelona,train,7,source
02986_aug_0.png,berlin_cathedral,train,5,source
04167_aug_0.png,hagia_sophia,train,6,source
02861_aug_0.png,petronas_towers,train,1,source
06997_aug_0.png,hagia_sophia,train,6,source
00449_aug_0.png,st_stephen_cathedral_vienna,train,4,source
00376_aug_0.png,berlin_cathedral,train,5,source
09018.png,gaudi_casa_batllo_barcelona,test,7,source
08881.png,petronas_towers,test,1,source
04386_aug_0.png,berlin_cathedral,train,5,source
02841_aug_0.png,petronas_towers,train,1,source
03016_aug_0.png,berlin_cathedral,train,5,source
06041_aug_0.png,petronas_towers,train,1,source
07398.png,gaudi_casa_batllo_barcelona,val,7,source
09910.png,colosseum,test,0,source
00848_aug_0.png,gaudi_casa_batllo_barcelona,train,7,source
04146_aug_0.png,berlin_cathedral,train,5,source
08048.png,gaudi_casa_batllo_barcelona,val,7,source
00943_aug_0.png,museu_nacional_dart_de_catalunya,train,3,source
08648.png,gaudi_casa_batllo_barcelona,test,7,source
03823_aug_0.png,museu_nacional_dart_de_catalunya,train,3,source
09799.png,st_stephen_cathedral_vienna,test,4,source
01813_aug_0.png,museu_nacional_dart_de_catalunya,train,3,source
05491_aug_0.png,petronas_towers,train,1,source
01889_aug_0.png,st_stephen_cathedral_vienna,train,4,source
06100_aug_0.png,colosseum,train,0,source
05673_aug_0.png,museu_nacional_dart_de_catalunya,train,3,source
07070.png,colosseum,val,0,source
02101_aug_0.png,petronas_towers,train,1,source
09990.png,colosseum,test,0,source
09993.png,museu_nacional_dart_de_catalunya,test,3,source
07628.png,gaudi_casa_batllo_barcelona,val,7,source
04372_aug_0.png,rialto_bridge,train,2,source
07402.png,rialto_bridge,val,2,source
01630_aug_0.png,colosseum,train,0,source
03843_aug_0.png,museu_nacional_dart_de_catalunya,train,3,source
07530.png,colosseum,val,0,source
09568.png,gaudi_casa_batllo_barcelona,test,7,source
08576.png,berlin_cathedral,test,5,source
03347_aug_0.png,hagia_sophia,train,6,source
06142_aug_0.png,rialto_bridge,train,2,source
06466_aug_0.png,berlin_cathedral,train,5,source
02053_aug_0.png,museu_nacional_dart_de_catalunya,train,3,source
07856.png,berlin_cathedral,val,5,source
03917_aug_0.png,hagia_sophia,train,6,source
06193_aug_0.png,museu_nacional_dart_de_catalunya,train,3,source
09098.png,gaudi_casa_batllo_barcelona,test,7,source
03636_aug_0.png,berlin_cathedral,train,5,source
03533_aug_0.png,museu_nacional_dart_de_catalunya,train,3,source
05411_aug_0.png,petronas_towers,train,1,source
09213.png,museu_nacional_dart_de_catalunya,test,3,source
09069.png,st_stephen_cathedral_vienna,test,4,source
05849_aug_0.png,st_stephen_cathedral_vienna,train,4,source
02663_aug_0.png,museu_nacional_dart_de_catalunya,train,3,source
09681.png,petronas_towers,test,1,source
09552.png,rialto_bridge,test,2,source
00723_aug_0.png,museu_nacional_dart_de_catalunya,train,3,source
08280.png,colosseum,val,0,source
04721_aug_0.png,petronas_towers,train,1,source
00049_aug_0.png,st_stephen_cathedral_vienna,train,4,source
04337_aug_0.png,hagia_sophia,train,6,source
05722_aug_0.png,rialto_bridge,train,2,source
09882.png,rialto_bridge,test,2,source
09052.png,rialto_bridge,test,2,source
04603_aug_0.png,museu_nacional_dart_de_catalunya,train,3,source
06257_aug_0.png,hagia_sophia,train,6,source
03867_aug_0.png,hagia_sophia,train,6,source
03232_aug_0.png,rialto_bridge,train,2,source
04008_aug_0.png,gaudi_casa_batllo_barcelona,train,7,source
07296.png,berlin_cathedral,val,5,source
07997.png,hagia_sophia,val,6,source
09012.png,rialto_bridge,test,2,source
00349_aug_0.png,st_stephen_cathedral_vienna,train,4,source
00042_aug_0.png,rialto_bridge,train,2,source
00580_aug_0.png,colosseum,train,0,source
09253.png,museu_nacional_dart_de_catalunya,test,3,source
03272_aug_0.png,rialto_bridge,train,2,source
03429_aug_0.png,st_stephen_cathedral_vienna,train,4,source
01111_aug_0.png,petronas_towers,train,1,source
05902_aug_0.png,rialto_bridge,train,2,source
00886_aug_0.png,berlin_cathedral,train,5,source
06263_aug_0.png,museu_nacional_dart_de_catalunya,train,3,source
09629.png,st_stephen_cathedral_vienna,test,4,source
02900_aug_0.png,colosseum,train,0,source
04231_aug_0.png,petronas_towers,train,1,source
01023_aug_0.png,museu_nacional_dart_de_catalunya,train,3,source
07361.png,petronas_towers,val,1,source
04086_aug_0.png,berlin_cathedral,train,5,source
03593_aug_0.png,museu_nacional_dart_de_catalunya,train,3,source
03676_aug_0.png,berlin_cathedral,train,5,source
08179.png,st_stephen_cathedral_vienna,val,4,source
04888_aug_0.png,gaudi_casa_batllo_barcelona,train,7,source
00867_aug_0.png,hagia_sophia,train,6,source
01538_aug_0.png,gaudi_casa_batllo_barcelona,train,7,source
04971_aug_0.png,petronas_towers,train,1,source
03468_aug_0.png,gaudi_casa_batllo_barcelona,train,7,source
06358_aug_0.png,gaudi_casa_batllo_barcelona,train,7,source
06592_aug_0.png,rialto_bridge,train,2,source
03840_aug_0.png,colosseum,train,0,source
00889_aug_0.png,st_stephen_cathedral_vienna,train,4,source
02771_aug_0.png,petronas_towers,train,1,source
08917.png,hagia_sophia,test,6,source
01467_aug_0.png,hagia_sophia,train,6,source
07090.png,colosseum,val,0,source
06200_aug_0.png,colosseum,train,0,source
00839_aug_0.png,st_stephen_cathedral_vienna,train,4,source
06438_aug_0.png,gaudi_casa_batllo_barcelona,train,7,source
08293.png,museu_nacional_dart_de_catalunya,val,3,source
02231_aug_0.png,petronas_towers,train,1,source
08532.png,rialto_bridge,test,2,source
07468.png,gaudi_casa_batllo_barcelona,val,7,source
03748_aug_0.png,gaudi_casa_batllo_barcelona,train,7,source
00377_aug_0.png,hagia_sophia,train,6,source
08550.png,colosseum,test,0,source
09527.png,hagia_sophia,test,6,source
07452.png,rialto_bridge,val,2,source
09059.png,st_stephen_cathedral_vienna,test,4,source
04743_aug_0.png,museu_nacional_dart_de_catalunya,train,3,source
00890_aug_0.png,colosseum,train,0,source
00227_aug_0.png,hagia_sophia,train,6,source
02650_aug_0.png,colosseum,train,0,source
07862.png,rialto_bridge,val,2,source
07100.png,colosseum,val,0,source
08857.png,hagia_sophia,test,6,source
02220_aug_0.png,colosseum,train,0,source
01671_aug_0.png,petronas_towers,train,1,source
01938_aug_0.png,gaudi_casa_batllo_barcelona,train,7,source
01868_aug_0.png,gaudi_casa_batllo_barcelona,train,7,source
07429.png,st_stephen_cathedral_vienna,val,4,source
05813_aug_0.png,museu_nacional_dart_de_catalunya,train,3,source
00337_aug_0.png,hagia_sophia,train,6,source
07199.png,st_stephen_cathedral_vienna,val,4,source
08007.png,hagia_sophia,val,6,source
00238_aug_0.png,gaudi_casa_batllo_barcelona,train,7,source
07291.png,petronas_towers,val,1,source
07049.png,st_stephen_cathedral_vienna,val,4,source
05968_aug_0.png,gaudi_casa_batllo_barcelona,train,7,source
08653.png,museu_nacional_dart_de_catalunya,test,3,source
08450.png,colosseum,val,0,source
08168.png,gaudi_casa_batllo_barcelona,val,7,source
07536.png,berlin_cathedral,val,5,source
06953_aug_0.png,museu_nacional_dart_de_catalunya,train,3,source
03070_aug_0.png,colosseum,train,0,source
05032_aug_0.png,rialto_bridge,train,2,source
01006_aug_0.png,berlin_cathedral,train,5,source
03860_aug_0.png,colosseum,train,0,source
09957.png,hagia_sophia,test,6,source
06549_aug_0.png,st_stephen_cathedral_vienna,train,4,source
08930.png,colosseum,test,0,source
08386.png,berlin_cathedral,val,5,source
08560.png,colosseum,test,0,source
02086_aug_0.png,berlin_cathedral,train,5,source
03129_aug_0.png,st_stephen_cathedral_vienna,train,4,source
03721_aug_0.png,petronas_towers,train,1,source
03393_aug_0.png,museu_nacional_dart_de_catalunya,train,3,source
00307_aug_0.png,hagia_sophia,train,6,source
01282_aug_0.png,rialto_bridge,train,2,source
09913.png,museu_nacional_dart_de_catalunya,test,3,source
01038_aug_0.png,gaudi_casa_batllo_barcelona,train,7,source
00171_aug_0.png,petronas_towers,train,1,source
04757_aug_0.png,hagia_sophia,train,6,source
07691.png,petronas_towers,val,1,source
02822_aug_0.png,rialto_bridge,train,2,source
09272.png,rialto_bridge,test,2,source
09040.png,colosseum,test,0,source
03502_aug_0.png,rialto_bridge,train,2,source
08289.png,st_stephen_cathedral_vienna,val,4,source
08313.png,museu_nacional_dart_de_catalunya,val,3,source
00141_aug_0.png,petronas_towers,train,1,source
04802_aug_0.png,rialto_bridge,train,2,source
01437_aug_0.png,hagia_sophia,train,6,source
07633.png,museu_nacional_dart_de_catalunya,val,3,source
09922.png,rialto_bridge,test,2,source
09420.png,colosseum,test,0,source
03811_aug_0.png,petronas_towers,train,1,source
05371_aug_0.png,petronas_towers,train,1,source
08936.png,berlin_cathedral,test,5,source
01396_aug_0.png,berlin_cathedral,train,5,source
09586.png,berlin_cathedral,test,5,source
07737.png,hagia_sophia,val,6,source
07163.png,museu_nacional_dart_de_catalunya,val,3,source
00982_aug_0.png,rialto_bridge,train,2,source
08401.png,petronas_towers,val,1,source
07609.png,st_stephen_cathedral_vienna,val,4,source
04192_aug_0.png,rialto_bridge,train,2,source
05529_aug_0.png,st_stephen_cathedral_vienna,train,4,source
02662_aug_0.png,rialto_bridge,train,2,source
09313.png,museu_nacional_dart_de_catalunya,test,3,source
00232_aug_0.png,rialto_bridge,train,2,source
06899_aug_0.png,st_stephen_cathedral_vienna,train,4,source
09446.png,berlin_cathedral,test,5,source
07150.png,colosseum,val,0,source
03580_aug_0.png,colosseum,train,0,source
07479.png,st_stephen_cathedral_vienna,val,4,source
06680_aug_0.png,colosseum,train,0,source
09621.png,petronas_towers,test,1,source
00090_aug_0.png,colosseum,train,0,source
07637.png,hagia_sophia,val,6,source
03761_aug_0.png,petronas_towers,train,1,source
05526_aug_0.png,berlin_cathedral,train,5,source
08420.png,colosseum,val,0,source
02993_aug_0.png,museu_nacional_dart_de_catalunya,train,3,source
09697.png,hagia_sophia,test,6,source
07817.png,hagia_sophia,val,6,source
09806.png,berlin_cathedral,test,5,source
03296_aug_0.png,berlin_cathedral,train,5,source
02559_aug_0.png,st_stephen_cathedral_vienna,train,4,source
00532_aug_0.png,rialto_bridge,train,2,source
00060_aug_0.png,colosseum,train,0,source
06883_aug_0.png,museu_nacional_dart_de_catalunya,train,3,source
00752_aug_0.png,rialto_bridge,train,2,source
00658_aug_0.png,gaudi_casa_batllo_barcelona,train,7,source
09436.png,berlin_cathedral,test,5,source
02513_aug_0.png,museu_nacional_dart_de_catalunya,train,3,source
08033.png,museu_nacional_dart_de_catalunya,val,3,source
00267_aug_0.png,hagia_sophia,train,6,source
01823_aug_0.png,museu_nacional_dart_de_catalunya,train,3,source
04026_aug_0.png,berlin_cathedral,train,5,source
00813_aug_0.png,museu_nacional_dart_de_catalunya,train,3,source
07706.png,berlin_cathedral,val,5,source
07410.png,colosseum,val,0,source
02426_aug_0.png,berlin_cathedral,train,5,source
05419_aug_0.png,st_stephen_cathedral_vienna,train,4,source
07032.png,rialto_bridge,val,2,source
08331.png,petronas_towers,val,1,source
08961.png,petronas_towers,test,1,source
01808_aug_0.png,gaudi_casa_batllo_barcelona,train,7,source
04203_aug_0.png,museu_nacional_dart_de_catalunya,train,3,source
00940_aug_0.png,colosseum,train,0,source
09092.png,rialto_bridge,test,2,source
08762.png,rialto_bridge,test,2,source
00089_aug_0.png,st_stephen_cathedral_vienna,train,4,source
05356_aug_0.png,berlin_cathedral,train,5,source
04810_aug_0.png,colosseum,train,0,source
00258_aug_0.png,gaudi_casa_batllo_barcelona,train,7,source
08276.png,berlin_cathedral,val,5,source
00457_aug_0.png,hagia_sophia,train,6,source
07512.png,rialto_bridge,val,2,source
08479.png,st_stephen_cathedral_vienna,val,4,source
07271.png,petronas_towers,val,1,source
06413_aug_0.png,museu_nacional_dart_de_catalunya,train,3,source
09673.png,museu_nacional_dart_de_catalunya,test,3,source
09690.png,colosseum,test,0,source
03768_aug_0.png,gaudi_casa_batllo_barcelona,train,7,source
05340_aug_0.png,colosseum,train,0,source
03362_aug_0.png,rialto_bridge,train,2,source
09547.png,hagia_sophia,test,6,source
04669_aug_0.png,st_stephen_cathedral_vienna,train,4,source
02080_aug_0.png,colosseum,train,0,source
08162.png,rialto_bridge,val,2,source
03540_aug_0.png,colosseum,train,0,source
08507.png,hagia_sophia,test,6,source
09203.png,museu_nacional_dart_de_catalunya,test,3,source
02282_aug_0.png,rialto_bridge,train,2,source
04130_aug_0.png,colosseum,train,0,source
00626_aug_0.png,berlin_cathedral,train,5,source
03881_aug_0.png,petronas_towers,train,1,source
07207.png,hagia_sophia,val,6,source
06383_aug_0.png,museu_nacional_dart_de_catalunya,train,3,source
03169_aug_0.png,st_stephen_cathedral_vienna,train,4,source
00066_aug_0.png,berlin_cathedral,train,5,source
04253_aug_0.png,museu_nacional_dart_de_catalunya,train,3,source
09478.png,gaudi_casa_batllo_barcelona,test,7,source
02887_aug_0.png,hagia_sophia,train,6,source
02907_aug_0.png,hagia_sophia,train,6,source
07720.png,colosseum,val,0,source
02647_aug_0.png,hagia_sophia,train,6,source
01658_aug_0.png,gaudi_casa_batllo_barcelona,train,7,source
04593_aug_0.png,museu_nacional_dart_de_catalunya,train,3,source
01873_aug_0.png,museu_nacional_dart_de_catalunya,train,3,source
03037_aug_0.png,hagia_sophia,train,6,source
04646_aug_0.png,berlin_cathedral,train,5,source
01160_aug_0.png,colosseum,train,0,source
07650.png,colosseum,val,0,source
07990.png,colosseum,val,0,source
08346.png,berlin_cathedral,val,5,source
03937_aug_0.png,hagia_sophia,train,6,source
03658_aug_0.png,gaudi_casa_batllo_barcelona,train,7,source
09079.png,st_stephen_cathedral_vienna,test,4,source
07626.png,berlin_cathedral,val,5,source
02228_aug_0.png,gaudi_casa_batllo_barcelona,train,7,source
01232_aug_0.png,rialto_bridge,train,2,source
07968.png,gaudi_casa_batllo_barcelona,val,7,source
09811.png,petronas_towers,test,1,source
02333_aug_0.png,museu_nacional_dart_de_catalunya,train,3,source
06563_aug_0.png,museu_nacional_dart_de_catalunya,train,3,source
02838_aug_0.png,gaudi_casa_batllo_barcelona,train,7,source
05148_aug_0.png,gaudi_casa_batllo_barcelona,train,7,source
08131.png,petronas_towers,val,1,source
08469.png,st_stephen_cathedral_vienna,val,4,source
03228_aug_0.png,gaudi_casa_batllo_barcelona,train,7,source
07888.png,gaudi_casa_batllo_barcelona,val,7,source
01616_aug_0.png,berlin_cathedral,train,5,source
07907.png,hagia_sophia,val,6,source
01949_aug_0.png,st_stephen_cathedral_vienna,train,4,source
09731.png,petronas_towers,test,1,source
06460_aug_0.png,colosseum,train,0,source
04699_aug_0.png,st_stephen_cathedral_vienna,train,4,source
06632_aug_0.png,rialto_bridge,train,2,source
05286_aug_0.png,berlin_cathedral,train,5,source
09776.png,berlin_cathedral,test,5,source
06668_aug_0.png,gaudi_casa_batllo_barcelona,train,7,source
02259_aug_0.png,st_stephen_cathedral_vienna,train,4,source
09016.png,berlin_cathedral,test,5,source
08827.png,hagia_sophia,test,6,source
08497.png,hagia_sophia,val,6,source
01506_aug_0.png,berlin_cathedral,train,5,source
09767.png,hagia_sophia,test,6,source
07018.png,gaudi_casa_batllo_barcelona,val,7,source
00952_aug_0.png,rialto_bridge,train,2,source
03241_aug_0.png,petronas_towers,train,1,source
02400_aug_0.png,colosseum,train,0,source
04856_aug_0.png,berlin_cathedral,train,5,source
09590.png,colosseum,test,0,source
