reviewText,unixReviewTime,reviewTime,rating,label
"Really like the actors in the movie. The movie story line is okay, but I really like the way they film it! Not saying anymore. Just watch it, you won't be disappointed.",1428537600,"04 9, 2015",5.0,1
Great story but some of the acting was less than stellar,1482537600,"12 24, 2016",3.0,0
Quite a boring movie compared to others I have viewed about that period in time.,1405123200,"07 12, 2014",2.0,-1
Nice family movie,1472947200,"09 4, 2016",3.0,0
The cover indicates Season 2 & 3; but half of each season was not included. I reported it to you and all you did was send me the same thing with no explanation. I returned the first order thinking some was better than nothing. I think you should make it plain that all episodes were not included. Maybe you did and I missed it. Enjoyed the ones included so much that I order all the rest of the seasons.,1395964800,"03 28, 2014",3.0,0
A great performance by Pacino and several supporting actors tell this true story in an interesting fashion.  The end is not something you might expect from a non-fiction event.,1373328000,"07 9, 2013",4.0,1
Was just okay. A few funny parts.,1461024000,"04 19, 2016",3.0,0
"Great film, but sad ending.",1431388800,"05 12, 2015",3.0,0
Entertaining.,1454371200,"02 2, 2016",3.0,0
saw it in a store waited to long to buy had to buy it here it was ok dakota not a singer,1366761600,"04 24, 2013",3.0,0
"Cumberbatch is awesome! Interesting story which apparently takes liberties with some facts, but who cares? If you're wanting history you generally shouldn't turn to Hollywood. It's a damned entertaining Hollywood bio-pic. The film tells the story of the British efforts to crack the Nazi's Enigma code. It's very interesting, and Cumberbatch is an exciting actor to watch.",1429401600,"04 19, 2015",5.0,1
Lately I've seen Val Kilmer in worse roles!  He'll do anything for a dollar!,1418515200,"12 14, 2014",1.0,-1
"Great movie!  Even though I've watched this movie many times over the years, the Blu-ray version/remaster is great!  The ""extras"" are another bonus!",1417392000,"12 1, 2014",5.0,1
"very slow developing, stopped watching for a later time.",1433894400,"06 10, 2015",3.0,0
Very entertaining! Great cast and great chemistry among the actors.. Can't wait for the sequel!,1468540800,"07 15, 2016",4.0,1
"Was about on Par with the previous Red Dawn in terms of acting and story. Could have been much better, especially the main character's acting, not the best.",1366156800,"04 17, 2013",3.0,0
"I love it!  Love Robin Williams as an actor, and love all his movies.  Had to have it, so I can watch it anytime I want.  Excellent and funny movie!  I give it 5 out of 5 stars!",1426464000,"03 16, 2015",5.0,1
"Excellent show, the actors were fantastic.",1457222400,"03 6, 2016",5.0,1
"Another excellent movie from Kevin Costner.  It was well cast with Kevin Costner and Bill Paxton in the lead roles.  They played well off one another and although this is a well known story, it was a fresh re-telling with more details than in other versions I have seen.  The actors were believable in their characters and this is a movie I will watch for years to come.",1445558400,"10 23, 2015",5.0,1
Good book. Nothing fantastic but nothing bad either,1479772800,"11 22, 2016",3.0,0
ok movie,1478476800,"11 7, 2016",3.0,0
"Now this is very bad indeed. There is no real plot. OK, C Theron is a great actress but this movie even manages to look cheaply done. Avoid at all costs",1146528000,"05 2, 2006",2.0,-1
Thank You,1455494400,"02 15, 2016",5.0,1
"Love this movie!  Just proves that just because one has gray hair doesn't mean that life is over!  These are great characters played by great actors, extremely well written and highly enjoyable.",1431302400,"05 11, 2015",5.0,1
a cheap awful remake of what was a really good series of films.  The lead actress can't act her way out of a paper bag.  Don't bother,1366761600,"04 24, 2013",2.0,-1
It was OK but not enough action in the plane.,1448064000,"11 21, 2015",2.0,-1
Hit Girl is the only reason to watch this movie. She is awesome with good support from Nicolas Cage. Who cares about the other actors or the plot for that matter?,1379462400,"09 18, 2013",5.0,1
Waste of time!,1424390400,"02 20, 2015",1.0,-1
"I bought this DVD set for myself because I absolutely love every movie that is in the set.  If you love romantic movies, this is the one for you.",1365206400,"04 6, 2013",5.0,1
bad,1473379200,"09 9, 2016",1.0,-1
I disliked this movie because it was quite strange and the story led from nothing to nothing. Nothing ever happened.,1470096000,"08 2, 2016",1.0,-1
"Sorry,no good Old 3D-systems do not always work.",1422316800,"01 27, 2015",2.0,-1
Lots of nonsense. Very unbelievable.GOD bless you.,1434412800,"06 16, 2015",1.0,-1
"This movie is absolutely adorable.  Those that are fans of Joss Whedon will fall in love all over again with the actors form his previous works.  The film is shot at his house, in black and white, and updated to modern day.  It is very enjoyable.",1397520000,"04 15, 2014",5.0,1
"Very slow... felt like a TV movie.Very predictable.Separated couple are thrown together, are forced to deal with each other, start to communicate, make up, happy ending.",1522454400,"03 31, 2018",1.0,-1
"I like Harvey Keitel and Forrest Whitaker thus most anything they appear in is worth watching...overall, it was a strong statement...",1428624000,"04 10, 2015",3.0,0
"wanting this one to be a bit longer.  i wanted to see how things went between the main character and his best friend.  but then again that is the goal of any director to leave the audience wanting more.  you know to see if this or that happened.  it was great getting to watch a movie like this seeing the dynamics between a guy and his best friend although he has a girl friend.  it seemed to me that he was interested as well but due to people's perception and close minded ideals.  he continued to be who he was because of that.  i must say if there are more movies like this that offer this kind of experience and look into the lives of people (gay, straight or whatever).  then movie watching for me just got a bit more interesting.  my only wish was for the movie to be a bit longer.  i however enjoyed the special features seeing how the movie came together and discussions with the various actors in the film.a solid movie in all respects!!",1168214400,"01 8, 2007",4.0,1
Not as good as the 6 season series but OK. It is quite different and not as well written as the series which is now in Season 6.,1395878400,"03 27, 2014",3.0,0
A classic!!,1437177600,"07 18, 2015",5.0,1
"I'm all for real life and realistic stories but this was a depressing film without a satisfactory resolution. I am not referring to a happy ending, but more in the sense of a satisfactory ending that covers all things brought up in the story.",1430092800,"04 27, 2015",2.0,-1
"Love the movie the first time I watch it I love it ever since . Some drama, funny and songs. Songs are good.",1400112000,"05 15, 2014",5.0,1
"Although the actors and their performances were great, the script felt choppy and in places as if parts weren't believable simply because we weren't given enough back story or character development to be able to be sympathetic to the two main character's crisis'.",1413763200,"10 20, 2014",3.0,0
Good early Paul Newman.  Quite dated but if you like old classics get this one.,1423008000,"02 4, 2015",4.0,1
"This is a delightful, fun film with plenty of laughs (at no one's expense) and features several actors who deserve a fine film vehicle such as this one. Set in India, it also highlights contemporary Indian culture and a script that shows various (mostly English) characters adapting to life in this land.",1439164800,"08 10, 2015",5.0,1
Was not that into it.,1447977600,"11 20, 2015",2.0,-1
"Above average. Likeable characters. My 14 yr old likes it. He mentioned he like it so I watched to catch up, now we can talk it over.",1391990400,"02 10, 2014",3.0,0
Why didn't I believe my instinct when I read all the comments on here?  Desperate thats why!  Dont bother getting this awful movie.  I,1417910400,"12 7, 2014",1.0,-1
"The self-centered personality of Turner is the main theme.  People around him were treated by Turner as distant characters. Even those closer to him.  Somehow, the film does the same thing, treats all characters around Turner with the same lack of interest and distance.",1435276800,"06 26, 2015",3.0,0
It is OK,1467244800,"06 30, 2016",3.0,0
The boys love dinosaurs and this one was delightful.,1439510400,"08 14, 2015",5.0,1
"Very violent and lots of foul language but the story is good, if you like horror.",1466726400,"06 24, 2016",3.0,0
for kids to be entertained,1446076800,"10 29, 2015",3.0,0
I was charged but I was never able to view it. Now it's not available to me I'm not sure who to contact to get this problem resolved.,1353715200,"11 24, 2012",1.0,-1
Quirky teen romance in the vein of Gregory's Girl.,1429488000,"04 20, 2015",3.0,0
"What a waste of talent.  Morgan Freeman and Tom Cruise, were so wasted in this movie.  The script is just awful, so slow, I mean really slow, and when there was action it was predictable.  Wish I could have gotten my money back.",1376438400,"08 14, 2013",2.0,-1
Decent teen party gone wrong film.  Acting was good even though the story line was predictable and fairly run-of-the-mill.,1419897600,"12 30, 2014",3.0,0
"I remember watching this movie about 15-some-odd years ago and somehow it seemed more 'intense' back then.Romero went pretty PC clich-heavy in this one, but then again, they all do......",1500854400,"07 24, 2017",3.0,0
Not interesting at all,1407715200,"08 11, 2014",1.0,-1
Always funny and there always seems to be great guest actors who you don't see much anymore. Always leaves us laughing.,1390348800,"01 22, 2014",5.0,1
Entertaining but not a lot of substance.,1444867200,"10 15, 2015",3.0,0
"I swear the documentary shown on TV was much more complete than this one. Was disappointed. However if you missed the one on tv, I recommend it as a start.",1364947200,"04 3, 2013",2.0,-1
Refreshing commentary on some of my favorite Shakespeare plays; it is something I will watch more than once. I only wish I could've had a dialogue with the actors.,1368489600,"05 14, 2013",5.0,1
Not very entertaining or interesting.,1459209600,"03 29, 2016",2.0,-1
This is a B movie to a B movie!,1449100800,"12 3, 2015",2.0,-1
A well done bio on an interesting personality.,1447286400,"11 12, 2015",4.0,1
Boring movie,1428019200,"04 3, 2015",1.0,-1
Stupid from start to end (which I forced myself through just to see Paris as much as possible).,1419292800,"12 23, 2014",1.0,-1
"Not much here to see except Kate Beckinsale.I just won't pan a movie if she's in it, or it would get 1 star.",1267747200,"03 5, 2010",3.0,0
"If I could give Movie 43 negative stars, I would. And I haven't even seen it. You don't have to see a movie to know that it is bad. Worse then bad, actually.In the words of critics: ""Take the nastiest, least-funny Saturday Night Live skit that's ever been produced, then add hundreds of profanities, bestiality, incest, testicles, bullying, full-frontal nudity, homophobic slurs, excrement fetishes, penis tattoos, prosthetic breasts dipped in guacamole..."" and ""Movie 43 is the Citizen Kane of awful"" and ""Being punched in the face was easier that watching this movie"" and ""Absolutely disgusting, nauseating, misogynistic, racist, cruel, void of any common sense..."" and ""Be afraid. Be very afraid.""If I could round-up every copy of this trash, bury it in the depths of the earth for a thousand thousand years, exhume it, burn what's left, extinguish the flames with Tabasco sauce, reignite the ashes, pound the remains of it into fine powder with a hammer, and gather up that powder and blow it into the northern wind, I would.I seriously do not know how so many legitimate actors and actresses were roped into this travesty. Here is the only plausible theory that me, 43 NASA scientists, and a supercomputer came up with:Hugh Jackman's house was invaded, and his family was held at gunpoint to force him to do the film. Liev Schrieber, Naomi Watts, and Kate Winslet were sent fake scripts, and held hostage at gunpoint to prevent them from escaping from the film set. Emma Stone, Gerard Butler, and Chloe Grace Moretz were heavily drugged. Dennis Quaid was under hypnotic influence, as was Uma Thurman. Halle Berry was told to do the film or they would make a sequel to Catwoman. Faced with an impossible choice, she did what anyone would do. Movie 43 makes Catwoman look like The Dark Knight. Christopher Mintze-Plasse, Anna Faris, and Terrence Howard were blackmailed.That is all I can come up with. This trash has no redeeming factors. None at all.It is unfunny, stupid, filthy, disgusting, perverted garbage.On behalf of the many unfortunate souls who did not know what they were getting into when they saw this movie (if it can even be called that), I say this:DO NOT. WATCH. IT.As for my rating for this film, imagine the lowest, smallest number you can, multiply that by 6, take that number down 14 notches, and times that by 43. You are now half way to the number that I rate this film.As for thumbs, I would consider going under surgery involving a prototype genetically-modified super serum to grow more thumbs just so I could rate this film lower.3 thumbs down!",1373500800,"07 11, 2013",1.0,-1
This for was boring,1441584000,"09 7, 2015",1.0,-1
"This particular blu ray edition is okay, but it's nowhere near the quality of the Sleeping Beauty blu ray set from a few years back.  In comparison, Cinderella lacks in both picture quality and depth of extras.  Could they really not find a way to provide a commentary track or a feature about the Cinderella castle in Orlando?  I guess Sleeping Beauty spoiled me and made me expect more than this.  Seriously, the second disc is worthless to me.",1407456000,"08 8, 2014",3.0,0
"For a ""B"" Horror movie, the acting was actually pretty good!",1439596800,"08 15, 2015",3.0,0
"Story was good, acting was not.",1465948800,"06 15, 2016",2.0,-1
Good performances by father and son actors.,1458000000,"03 15, 2016",5.0,1
"It's Star Wars, the original classic, do I really need to explain!",1459209600,"03 29, 2016",5.0,1
"Greatest acting, good history lesson.",1454630400,"02 5, 2016",4.0,1
Stopped watching because of bad language,1429488000,"04 20, 2015",2.0,-1
So boring. I actually fell asleep so I don't know how it ended but I really don't care.,1456617600,"02 28, 2016",1.0,-1
Not what I thought it would be but good to look at.,1424476800,"02 21, 2015",3.0,0
"Movie kinda dragged on towards the middle. And has a pretty gory scene towards the end. Overall i love Kurt Russell movies, he is  classic  in this one.",1455580800,"02 16, 2016",3.0,0
all is great,1409356800,"08 30, 2014",5.0,1
Fun movie to watch with the kids!!,1419638400,"12 27, 2014",5.0,1
A wonderful rendition of the Tennessee William's play. Phenomenal performances by Vivian Leigh and Marlon Brando. A Must See classic.,1377129600,"08 22, 2013",5.0,1
Kids liked it. It's tolerable for adults but that's about it. I will say it's a clean movie overall.,1457222400,"03 6, 2016",3.0,0
Had to return the item because it would not play in the USA.,1515456000,"01 9, 2018",2.0,-1
Pretty good comedy DVD,1409529600,"09 1, 2014",3.0,0
"From the trailer I didn't think this movie would be any good. Well I was wrong, but just barely. Worth renting but nothing over $3",1403568000,"06 24, 2014",3.0,0
Love the actors.  They make the series work well.,1468540800,"07 15, 2016",4.0,1
"Maybe it's just that it's too old of a movie now, but I couldn't stand watching this. It was so slow and contrived and inaccurate. Stopped watching after about 15 minutes. Which is too bad, because I usually like Martin Sheen's movies and I almost always like Sam Neill's.",1433289600,"06 3, 2015",1.0,-1
This film is a delight for any viewer who is a fan of Hitchcock films. The very clever plot and excellent performances by the actors create scene after scene of almost unbearable suspense. A superb script brought to life by two young but very capable actors who know how to generate tension in the viewer.,1392163200,"02 12, 2014",4.0,1
Special affects were good.  Too many chases.  Seen them all before.  Albert Finney should have come in earlier.  He was a nice touch,1391731200,"02 7, 2014",3.0,0
Not my type of movie so I never actually finished watching the movie,1436400000,"07 9, 2015",1.0,-1
Just as good as I remembered it being! :),1432598400,"05 26, 2015",5.0,1
"After all these years, I finally watched this movie. It left me laughing and I can see why it was such a great hit.",1396137600,"03 30, 2014",5.0,1
"I liked this one almost as much as T2. I think you should watch T2 first in order to get the meaning of some of the things they refer too and the small inside jokes. Of course these aren't the original actors, except for Arnold but by the time the movie got interesting I was sold. Good movie and I'll probably watch it again.",1469491200,"07 26, 2016",5.0,1
"The movie itself was fine but it didn't follow the story line of the book at all. Was completely different. Left scenes out, put scenes in there that weren't in the book, and exaggerated stuff. Was disappointed about that.",1482105600,"12 19, 2016",2.0,-1
One of my mom's favorite movies because of Khan. Khan also is the fantasy island actor which she lived to watch as well.,1391212800,"02 1, 2014",4.0,1
It skipped right out of the box....bought in October for a Christmas present...would like for it to be replaced if possible,1356912000,"12 31, 2012",1.0,-1
Boring.  Oh so slow,1448236800,"11 23, 2015",2.0,-1
"Just not really worth watching.  I was impressed with Anderson's british accent, but who really cares about that.  Not what I would call a revenge movie, but that is the only thing it attempts, so I would call it a failure.  But for those that have watched it, She should have pulled the trigger at the end, then maybe you could tell people about the really messed up ending.",1194652800,"11 10, 2007",1.0,-1
This movie was so much better than I expected. There were many well known actors and Common did his thing - this role was perfect for him and I was VERY impressed with his acting skills. He was a good guy trying to start his own business after getting out of prison but his past wouldn't let him go. The little guy that played his nephew was good also. :),1429488000,"04 20, 2015",4.0,1
"Love Tom Selleck as an actor, but do not care for this character",1455148800,"02 11, 2016",2.0,-1
Stupid,1405296000,"07 14, 2014",1.0,-1
i didn't enjoy it.,1434585600,"06 18, 2015",1.0,-1
ok,1418601600,"12 15, 2014",2.0,-1
Only watched it cuz it was free from Prime.  I didn't even watch all of it.  Just didn't like the acting and story line.,1389052800,"01 7, 2014",1.0,-1
way too many f bombs!,1472947200,"09 4, 2016",3.0,0
i guess it is a good family movie. Too much farce to my taste.,1486166400,"02 4, 2017",3.0,0
"Well done.  Such a tragic story.  Since the original story is about man destroying nature (King Kong = the greatness of nature), I guess it had to be sad.  But still I couldn't watch to the end because it is so sad.",1512172800,"12 2, 2017",3.0,0
BORING!!!!!!,1415318400,"11 7, 2014",1.0,-1
A really good movie.,1406592000,"07 29, 2014",5.0,1
A+,1420070400,"01 1, 2015",5.0,1
its ok,1436313600,"07 8, 2015",3.0,0
"While their families present some difficulties with their lives, I enjoyed the simple, warm,  love story of the two main characters which the actors presented so well.  I was hoping for a better ending, but that's life.",1387584000,"12 21, 2013",5.0,1
2017,1506470400,"09 27, 2017",2.0,-1
"Outstanding Film! This movie gave me nightmares, and even though its a few hours away, I never want to visit Turkey.",1428105600,"04 4, 2015",5.0,1
"love the both actors, now I need to complete my set",1420848000,"01 10, 2015",5.0,1
OK,1430006400,"04 26, 2015",3.0,0
Dreary and depressing are the good points of this film. I would not and will not recommend this to anyone.,1359849600,"02 3, 2013",1.0,-1
If it's a cold rainy Saturday and you have nothing else to do.....,1408060800,"08 15, 2014",3.0,0
"went to sleep, didn't finish it",1444867200,"10 15, 2015",2.0,-1
Denzel Washington is one of my favorite actors. My family and I enjoyed this movie very much. Great story line; great actors!!!  A+++++,1196640000,"12 3, 2007",5.0,1
I didn't liked the actors' acting nor the idea.I don't know why other audiences liked the film anyway.Totally waste of money.,1447027200,"11 9, 2015",2.0,-1
ok,1455840000,"02 19, 2016",3.0,0
Not great,1447113600,"11 10, 2015",3.0,0
"liked the cover page for the movie title.  it was very interested and done well, however, the movie was left lacking in interest.  The acting was sub-par and just not believable.  Storyline boring.  They could have done much better with this movie.",1445990400,"10 28, 2015",1.0,-1
"Excellent, memorable, fascinating film. All of these actors should be proud of their performances.  This was such FUN to watch again & again.",1423440000,"02 9, 2015",5.0,1
The worst movie I have ever seen in 50 years.  I will NEVER watch anything with Melissa McCarthy again.  Do not waste money on this horrible movie.,1469923200,"07 31, 2016",1.0,-1
Not up to par for the actor with the lead.  Weak story .,1435276800,"06 26, 2015",3.0,0
"Having not read the book, I should probably not criticize the movie. After all the hype I thought at last I would view it. It was an interesting premise but I would have liked a little more explanation as to how this all started and why the people did not rebel against it but rather accepted it all. I will try the next movie in the series but I am thinking this just may not be for me.",1398124800,"04 22, 2014",3.0,0
Lots of good action but parts of the story are too far-fetched to accept.,1445558400,"10 23, 2015",2.0,-1
Hadn't watched this one in probably 15 years. Movie was a little slow but Pacino is amazing in this role. The technicolor process really gave this movie a realistic mood. It will probably be another length of time before i watch again.,1361404800,"02 21, 2013",3.0,0
great actors and good plot!~,1466553600,"06 22, 2016",5.0,1
If you're interested in watching a movie with sub titles then this may be the movie for you. But for me it was sooo boring. It actually put 2 adults that are interested in history asleep. Good luck!,1446249600,"10 31, 2015",1.0,-1
Overall this movie is just excellent! The actors do a fantastic job and the storyline and action sequences were amazingly well done! If you're a Spider-Man fan and was a fan of the first Amazing Spider-Man movie that came out... You will love this movie as well!,1455494400,"02 15, 2016",5.0,1
Good movie but slow at times. Worth a watch.,1429574400,"04 21, 2015",3.0,0
"Great music by fantastic musicians, great acting by fantastic actors, just a great Seagal movie.  I've seen it many times.",1470787200,"08 10, 2016",5.0,1
The story was long and mostly boring. I like Sandra so that was the only reason I watched it at all.,1361923200,"02 27, 2013",3.0,0
This was a loud movie....alot of yelling and fighting.  I was really surprised that it caused such a stir.  It was okay.  The actors were awesome though.,1367798400,"05 6, 2013",3.0,0
no comment,1445385600,"10 21, 2015",3.0,0
Unwatchable!  Period.,1510444800,"11 12, 2017",1.0,-1
Bruce lee's son.....he's awesome......so is the movie!,1428451200,"04 8, 2015",5.0,1
"It was okay, but not one of the best Disney animated films out there.",1405296000,"07 14, 2014",3.0,0
Another silly French film,1419638400,"12 27, 2014",1.0,-1
Jim Carrey is an excellent actor and this movie is very funny and enjoyable to watch. We are pleased with the purchase.,1374883200,"07 27, 2013",5.0,1
This is a feel good predictable romantic comedy.  Even though it follows the typical rom-com plot lines the characters and actors bring some life to it.  I found it to be a nice and fun movie to enjoy.,1335312000,"04 25, 2012",5.0,1
This movie is essentially a road trip.  It has the new twist of Mother and Son going together.  Sort of annoying actually. I do not recommend this movie.,1395446400,"03 22, 2014",1.0,-1
boring,1444176000,"10 7, 2015",2.0,-1
"It was a good movie but the original Red Dawn was much better. There are parts where I was like ""what just happen there"" or ""how did that happen"" The acting were pretty good but the film movement tend to be either fast or slow",1391558400,"02 5, 2014",3.0,0
Ok,1474848000,"09 26, 2016",2.0,-1
Good,1422057600,"01 24, 2015",5.0,1
Enjoyed,1444176000,"10 7, 2015",4.0,1
"Not nearly as good as the the first movie. Great actors, but the story line was rather boring. It did not touch me or humor me like the the first one.",1441756800,"09 9, 2015",2.0,-1
"Entertaining but predictable.  Since I like ""disaster"" movies I enjoyed it!",1465430400,"06 9, 2016",3.0,0
"The story of this man is AMAZING.  As for the story, how it was written an directed, it was a zero!It was awful don't bother renting. AGAIN the man and his life was amazing and heroic, too bad a good director was involved.",1427328000,"03 26, 2015",1.0,-1
Not really into Black humor therefore I did not enjoy the movie.  I will pass it on to some one who might.,1392422400,"02 15, 2014",2.0,-1
These actors were the best and the quality is good. Thank you for this pack,1414972800,"11 3, 2014",4.0,1
This movie was funny but there was a lot of crude talk in the movie.  The actors were very good and talented.  I can sympathize with that old man in many ways now!,1397433600,"04 14, 2014",5.0,1
"Action-packed, somewhat violent, but a great western with a predictable, but just, ending.  We like Clint Eastwood as an actor and we like westerns which are hard to find anymore.  Gene Hackman is excellent as the big bad sheriff.",1444953600,"10 16, 2015",5.0,1
"Great senior actor performances, riveting and suspenseful!!!",1469491200,"07 26, 2016",4.0,1
"not as good as the first one, but then again none of the others wee either.",1462060800,"05 1, 2016",3.0,0
What would Christmas be without watching this Jimmy Stewart classic.,1484352000,"01 14, 2017",5.0,1
There was nothing special about this movie.,1476662400,"10 17, 2016",2.0,-1
My wife really likes this movie.  It's good.,1412035200,"09 30, 2014",3.0,0
Nice,1457481600,"03 9, 2016",3.0,0
"Great picture,never knew want came next",1418860800,"12 18, 2014",4.0,1
I got this I could see David Tennant and what happened with it but Matt Smith I do not like is an actor and I didn't really like this episode is much as I did the other ones with David Tennant,1388620800,"01 2, 2014",2.0,-1
if I could give it -5 I would do not waste your money or time,1473552000,"09 11, 2016",1.0,-1
"I did not like this one as much as I liked the first one, it just capture your attention like the first GI. Joe did. I also didn't like that they killed off one of the main characters from the from the first movie in the first 5 minutes.",1385596800,"11 28, 2013",3.0,0
Did not like,1480982400,"12 6, 2016",2.0,-1
"I think I'd faint if Nicholas Sparks ever wrote a story with a happy ending.  Even the movies made ""based on"" his books are the same.  I give this 2 stars only because I love the actors too much to rate anything they do badly.",1236297600,"03 6, 2009",2.0,-1
I am not a fan of the plays.  I like the movies instead.,1408406400,"08 19, 2014",1.0,-1
Good effects and characters. It may not be an 'A' flick but it's fun and the actors bring a human element to it.,1473638400,"09 12, 2016",5.0,1
meh really but so was the first half of the book,1462838400,"05 10, 2016",3.0,0
This is just not a good movie.  Buy it when it drops to below $5.00. I recommend watching something else and saving your money.  Thank you.,1394928000,"03 16, 2014",1.0,-1
"Was a good movie, played well and we liked it.",1459296000,"03 30, 2016",5.0,1
Cleverly written and well acted.,1441670400,"09 8, 2015",5.0,1
"mostly because I did not ""get"" it, perhaps it needs a few more viewings, which I cannot afford to do!",1417651200,"12 4, 2014",2.0,-1
A delightful story - just a tiny bit of off-color language at the beginning - this couple who have lost each other as they fell in love with money delivers a good message.  Children will not understand what happens in this movie.,1425081600,"02 28, 2015",5.0,1
Disappointed.  Not half as good as the book.,1427328000,"03 26, 2015",2.0,-1
Good Cinema.,1449100800,"12 3, 2015",5.0,1
The worst lucy series The lucy show was a hundred times better and this series cost 3 times as much as the lucy show.,1501286400,"07 29, 2017",1.0,-1
"Beautiful Girls is a movie you can easily avoid. I bought it based on the fine list of actresses: Mira Sorvino, Lauren Holly, Natalie Portman (about 13 in this one and the only bright spot in the whole movie), Uma Thurman etc. It takes place in the winter in Minnesota (who thinks up these things?). Uma Thurman (fine looking face) never takes her coat off in the whole movie. After I watched it, I looked at the DVD cover to see why I ever bought it (49 wasted) and it said on the cover that it was a comedy. Always up for a good comedy. I didn't know it was supposed to be funny. I am going to watch it again with new understanding, I hope. I had NO IDEA this was a funny movie. I should have read the cover before I watched it; I could have anticipated the clever nuances of humor so cleverly disguised as boring stupid garbage. Other people should be warned. This movie literally makes The Grass is Greener appear humorous in comparison.",1053993600,"05 27, 2003",2.0,-1
SAVE YOUR MONEY AND YOUR TIME,1412380800,"10 4, 2014",1.0,-1
Simply awful. We'll be giving away the used copy we bought. Most of this movie was a blurry CGI chase scene. Rachel was very wise........,1241222400,"05 2, 2009",1.0,-1
Interesting...,1465516800,"06 10, 2016",3.0,0
Sorry but I couldn't get through this movie. Turned it off about 45 minutes in and I couldn't care less what happened after that. Ugh.,1385251200,"11 24, 2013",2.0,-1
A lot of well known actors and a lot of great tunes. But I just couldn't get into it. I just thought it to be a very dumb movie. It's going in my FOR SALE box of DVD's.,1379203200,"09 15, 2013",1.0,-1
A fun positive movie with a few messages. We all liked the movie and the actors.  John Candy played a different role and we liked him in everything. We miss John Candy.  Get it for your John Candy movie collection.  It was also a fair price.,1487980800,"02 25, 2017",5.0,1
HIDDEN IN SILENCE is absolutely amazing. The actors were so believable. This movie held my attention from start to finish. I LOVE LOVE LOVE this movie. TWO THUMBS UP!!!,1359936000,"02 4, 2013",5.0,1
This is where this legendary series began.  I had to check it out.,1417219200,"11 29, 2014",3.0,0
nice!,1433721600,"06 8, 2015",3.0,0
"It's okay,",1489363200,"03 13, 2017",3.0,0
"I can surely say that I've seen alot of horror movies that were alot worse than this one. This one wasn't bad. I liked the creepy mental institution, the creepy mental patients and the cool gory scenes! The acting wasn't bad either. At least I didn't want to shut the movie off halfway through like I have with other horror movies. With a surprise twist ending, this is a good movie to watch for horror fans. It will keep you interested throughout the movie. Worth seeing and at least renting.",1143763200,"03 31, 2006",3.0,0
"Since Alien is one of my all-time favorite Sci Fi movies, I really was excited to watch this one. I was so disappointed. It was slow and the story was just confusing.",1356480000,"12 26, 2012",3.0,0
"I was disappointed in this project. The story isn't the issue; it is real and the needs are great. But the movie didn't touch me. The only touching moment was during the hearing when Martha spoke. The rest of the movie seemed flat, lacking depth.",1492300800,"04 16, 2017",2.0,-1
don't waste your time,1454544000,"02 4, 2016",2.0,-1
"I thought this movie was over rated, although if you just want it for the action you can get a better deal.",1452384000,"01 10, 2016",3.0,0
why?,1419638400,"12 27, 2014",1.0,-1
The footage was alright :There were parts I did see in other films but there were parts I did not see before that all I can say.,1362960000,"03 11, 2013",3.0,0
"This movies was TERRIBLE. Contrived white racism and black pride garbage. There are PLENTY of heroic stories of African Americans in action in World War 2 that they had to MAKE UP this drivel?The all black company has a deaf man in it and when the Lieutenant picks his men for the mission, he picks the DEAF GUY?!?!?!After watching this garbage my EYES are bleeding!",1380672000,"10 2, 2013",1.0,-1
Great seller boring movie,1441929600,"09 11, 2015",2.0,-1
"Underrated comedy. Some great jokes and a lot of great actors, you can tell their having fun making this one.",1465084800,"06 5, 2016",5.0,1
TERRIBLE,1465948800,"06 15, 2016",1.0,-1
Seen better war movies!,1431561600,"05 14, 2015",3.0,0
loved this movie.  will share with my sons and enjoy it again and again.  love the original 3...disappointed first actor didn't continue with this one. ...but still a great movie.,1358380800,"01 17, 2013",5.0,1
"I think the producers, directors, and actors weren't on the same page when they made this movie. It seemed like they were trying hard to go the Hangover route, but also trying to make it into a good-hearted comedy. Similar to the 40 year old virgin. which is probably why the two main guys were such geeks. I didn't find myself caring much about them and their situations.I don't mind the raunchy crude comedy, but if you are going to go that route. You need to go all the way and be over the top. The whole thing seemed too scripted and didn't really flow.Also, this movie should not be an hour and forty five minutes long. They need to have a director's cut and throw out about 20-30 minutes. I actually stopped it at an hour and thirty minutes.I should have stopped it a lot sooner.Although I didn't know what happened at the end and wasted all that time watching up to that point. I really couldn't care less, but If I had to guess, I'm sure I could figure out the ending.",1311638400,"07 26, 2011",1.0,-1
its alright I really like the stuffed bear,1421452800,"01 17, 2015",3.0,0
More of a kids movie,1475539200,"10 4, 2016",2.0,-1
happy to share my childhood favorite with my children. it is so cool to see it in hd too :),1395705600,"03 25, 2014",5.0,1
