reviewText,unixReviewTime,reviewTime
The  movie is in French with English subtitles.  They are hard to read because of the color of the text.  We watched about 30 minutes of it and it was very draggy.,1393891200,"03 4, 2014"
"I was very excited about this set at the price until the second film, Aliens, would not play. Amazon issued me a new set and again it would not play. After some research I realized that this is an all region import, from where I do not know, but all region discs are notorious for having playback problems in many North America players. I am sending mine back for a refund and you should be very careful to be sure any discs you buy say region 1 or A in North America. Too bad too because there are a lot of extras, although the transfers on the other films are not so good but then again it's not an official north american release and not subject to the same standards.",1385683200,"11 29, 2013"
"Although it is not always the case, most of my friends who like elaborate science fiction movies do not like low budget horror flicks and vice versa.My sci fi friends like detailed story lines, (somewhat) believable technology type devices/theories, and a little bit of humor helps too. My budget horror flick friends prefer something that scares the poop out of them every few minutes and the less plausible the storyline with moronic characters the better chance to do this (otherwise the movie drags).This movie is like some idiot in hollywood thought it would be a great idea to give a low budget horror flick director/writer a chance to make a sci fi movie.None of my friends liked this movie for this very reason.Sci fi friends found the alien invasion premise and technical weapons/tactics nonsensical and the military characters stereotypical cookie cut actors (not believable). My budget horror flick friends thought the aliens were not scary at all, the human characters boring, and most of all, the movie was a real drag. Having no humor in the movie did not help.Both groups felt the people who created this movie had no original thoughts of their own and possibly were on crack when they wrote this thing up. Okay, maybe not on crack, but pretty close to it.What a disaster! Two hours of my life that I will never get back and a complete waste of brain cell memory.",1321315200,"11 15, 2011"
Bad acting but I did like it. A little cheesy. Cute twist on the Beauty and the Beast story.,1413417600,"10 16, 2014"
Not its best workouts I think but ok...,1454025600,"01 29, 2016"
"I liked it. It takes time to get to know the characters. I wasn't wild about Downton Abbey at first either. But I liked it well enough to continue to watch. Then I found myself ""hooked""!I think Doctor Thorne will ultimately follow suit.",1464307200,"05 27, 2016"
"And the things that happen, well they just CAN'T happen that way.  So extremely difficult to suspend disbelief.Waste of time.",1393545600,"02 28, 2014"
I was disappointed in this DVD.,1411776000,"09 27, 2014"
i like muppet movies i did not care fot this one maybe i was having a bad day tommy a.,1415577600,"11 10, 2014"
A typical no-brainer to watch merely for the action and you don't have to pay attention to it to get whats going on. We were tired and this one fit the bill and there was a clever twist near the end. All in all a good action movie and I liked it because it was free much more than if I had paid for it.,1521244800,"03 17, 2018"
It did not work for my overweight ex.,1419897600,"12 30, 2014"
"Maureen shows up about 35 minutes into the movie. I was reading Maureen's autobiography about her coke habit and doing this movie, among others.  I have always been a Mauren fan.. how she managed to act and be drugged up is beyond me.  That said, the movie is awful.... non stop music which is incredibly irritating.  The bullies, the senseless hunting (they actually admit to shooting and leaving the animals to die), racism, stupid western style clothes, ignorant denture-less dick with an ugly grin, littering, clothing and scene changes with no sedway...Maureen smokes cigs but no smoke comes out of her mouth.  The only character I liked (besides Maureen) was the dog.  The dog, without a collar, rides in the back of a truck down a highway.  The ASPCA must have been asleep during that portion of film making.  I don't get why the dog didn't get upset when his master was being attacked.  My toy poodle gaps at a leaf blowing around.  Some parts of the film are too dark to see what's going on and that's probably a blessing.  Typical Amazon Prime movie.",1523664000,"04 14, 2018"
"Episodes like these are what make Doctor Who about as embarrassing to watch as ""Mighty Morphin' Power Rangers"". Which is a pity because Sylvester McCoy turned out to be an excellent Doctor in his following season. And the customer who said Mel was better than Peri needs to get their head examined. This is probably, if not, the worst first episode for a Doctor beating out ""The Twin Dilemma"" by a country mile. The Rani has hijacked the TARDIS causing the Doctor to regenerate (apparently he bumps his head during the fall) and mistakes the Rani for his companion Mel. How I'm not sure. ... Rani's plan is to use the Doctor's genius in this giant brain she's constructed with all the genius's throughout time and space to rule the galaxy. Again, it's better not to ask. But if you are wanting to check out Sylvester McCoy's episodes for the first time, I recommend ""Greatest Show in the Galaxy"", ""Happiness Patrol"", ""Battlefield"", ""Ghostlight"" or ""Survival"".  Anything from his later two seasons.",998179200,"08 19, 2001"
"Whether the title is ""Shaded Places"" or ""Brutal Truth"", this film is a waste of time for the viewer. Gee, grown up friends decide to wait until the phone works again to report the death of their hostess. Then  they decide to make the ""best of it"" while they wait. It's not like they didn't have transportation to get them down the road to report the death. Good grief, it's not worth writing anymore about it.",1464998400,"06 4, 2016"
"I have about 20exercise videos so truth is, I'm all mambo chacha and box stepped out.  Its different and will take some getting used to but I think with practice it will be a lot of fun. Some of the steps will feel very natural for a woman with a little sensuality.  Other steps ( the pony , omg). Not so much. A good support bra is recommended for anyone larger than an a cup.  The jumping and shimmy will have your girls feeling like they just went through the spin cycle.  But. If you sweat. , it worked!!!!",1380931200,"10 5, 2013"
"I was drawn to seeing Aeon Flux, because the trailer provided a few impressive action scenes and I am very interested in seeing the participations of three Oscar-nominated/winning actresses teaming up in this Sci-fi action ""chick flick"". I have been following Charlize Theron way back in the Cider House Rules days, and loved her work in Monster and her recent North Country. I had to see this film to see if she can play an action hero considered that she's got the supermodel body and she's a great actress. And how often does Frances McDormand submitts herself to a big budget commercial film? Lets not dismiss the appeal of last year's relatively unknown Oscar-nominated Sophie Okonedo, she also plays a strong supporting role that managed to steal some scenes next to Theron.Aeon Flux takes place 400 years in the future, when the virus afflicted Earth had eliminated 99% of the human population, and the remaining one million reside in the city of Bregna, which is controlled by the Trevor Goodchild(Marton Csokas). The citizens are duplicated clones of their original DNAs, but they are all unaware of that they are merely living like a ghost. The Resistant group called Monicants are lead by Handler(a God-like character played by McDormand) have a mission to kill Goodchild and take over the regime. A highly trained and skillful Monicant named Aeon Flux(Theron) and her sidekick Sithandra(Okonedo) are sent to assassin Goodchild . On their mission, there are many dangerous horizons they have to encounter before getting inside the highly secured buildings where Goodchild and his team were hiding. The seemingly fearless and emotionless Flux had no idea that she was a clone and that her true identity becomes clear when she reunites with her forgotten past-life husband Trevor Goodchild. And now she's torn between unsolving the mystery behind the clone humans and abandoning her mission. At the same time, Oren Goodchild(Johnny Lee Miller) is rebelling against Trevor, because he refuse to let Trevor use the new-found cure to the disease that would end the cloning of humans. Both Trevor and Aeon have became fugitives, and they must work together to defeat Oren and the assassins sent by Handler....This film features some great production designs, and the futuristic costumes are quite meticulous and impressive. The fight scenes are rather mediocre, while the special effects are quite worthwhile. Both Frances McDormand and Pete Postlethwaite(who played the clone Keeper) had less than five minutes of screentime, and their roles are just too low-key and unchallenging for them. Theron wears that black spandex bodysuit most of the time, and she even had to wear a flesh revealing beaded underwear in one scene. She also had some steamy and romantic moments with the hunky Marton Csokas.",1133740800,"12 5, 2005"
"Can't choose on this one.  Both releases have splicy dialogue and missing snippets of footage here and there.  These issues are in different scenes and if they would just do a little restoration they could easily make one good print out of two.  I expect better from Image and Roan, but am often disappointed.",1298073600,"02 19, 2011"
"Certainly aimed at someone looking for a step-class style workout.  She does introduce bellydance movements and compose combinations but they are probably not the sort of combinations would take with you to the dance floor.  She will give you combinations of about 4 eight-counts a piece and you will repeat them over and over for the length of a song.  Rania is a very beautiful dancer so I expected a little more.Even as a workout, they were pretty slow, I didn't feel like I had worked up to cardiovascular benefit personally (I am 25 but I am not sure if that makes a whole lot of difference).There are some performance peices on the dvd but the Bellydance Superstars dvd has better ones, in my opinion.If you want to spice up your step-class workout- you might enjoy these but if you are hoping to learn how to bellydance, I would recommend something else.",1164326400,"11 24, 2006"
"It is kind of a dumb movie, but I still enjoy watching it.  The acting is pretty good, but the characters are pretty ridiculous.",1481414400,"12 11, 2016"
"This Crosby double feature is a fair example of the programmers which Paramount churned out in the thirties and early forties for the famous crooner. Both are pleasant entertainment and each contain a few memorable and some unintentionally funny moments.""Rhythm on the Range"" released in 1936, is clearly based on ""It Happened One Night"" with the intelligent and stunning Frances Farmer as the runaway heiress. Bing is miscast as a cowboy of sorts. Since Farmer has been urged to find a ""real man"" by her rather butch aunt, it is unintentionally funny that Crosby, with middle age spread and a notable lack of masculine prowess, becomes the object of her affections. There are other funny moments: for example, that shadow of the horse trainer visible in the rodeo when Bing sings and the arc light shone like a halo over Farmer in every scene. The songs are mainly duds sung with little gusto by Bing. The good moments are Martha Raye singing her signature tune ""Mr Paganini"" and everyone having a go at ""I'm an Old Cowhand"".""Rhythm of the River"" is a much better film with Bing more suitably cast as a ghost song writer for Basil Rathbone. Mary Martin plays the lyricist and as always, she impresses with her warmth, humour and delightful vocals. The script has bite, not surprising since Billy Wilder is listed in the credits and there is at least one memorable moment when Bing sings the title song in a pawn shop.Both films' scripts refer to Bing as a young man at least once and this is ludicrous since he clearly was not. Thank goodness Bob Hope turned up to galvanise him into animation in the Road Pictures.The prints are immaculate and there are no extras which is OK since this is not an expensive DVD.",1190419200,"09 22, 2007"
"As a very young girl, (approx 3 yrs old or younger) I watched this movie and the Black Stallion.I have always loved horses, but watching this struck me so deeply.  The relationship between human and horse was so beautiful.I knew at that young age that I wanted to ride, train, work with horses.Now as an equine professional I am still struck by the relationship these movies portray.  Every rider dreams of having a relationship like thag with a horse. Most never get it.  I was lucky enough to have have had it with a Thoroughbred.  I was a pre-teen when I met him.  And he chose me as his human. It really was like a story. So to honor Rev I am now writing a novel about our years together.  It's a true story, and I am honored to have had this experience to share.So thank you Walter Farley for your stories of The Black.  And thank you to those who made these movies. For touching my life as a young child. The beauty of each horse is to be cherished. I will be forever grateful to a Thoroughbred whose registered name was Potlatch, but we called him The Reverend.",1517875200,"02 6, 2018"
"Shows are fine, but lacking Year Without a Santa Claus.  So it's an incomplete collection.  Should've read the description better.",1514764800,"01 1, 2018"
"Safety First:  When interacting with alien artifacts, always wear a biohazard suit !",1454371200,"02 2, 2016"
"Just boring, didn't make sense and slow. I remember finishing the series so there was a story you could follow but from all the anime out there don't buy this one.",1391385600,"02 3, 2014"
"There were some interesting parts to this movie and the story line was good but it really was very similar to so many of these ""Mad Max"" type movies.",1280016000,"07 25, 2010"
Great movie. No problems with this purchase.,1495584000,"05 24, 2017"
3D review only..Not many pop outs ..I counted less than 3 and they don't come out no further  than 20% or so...good colors and depth at times..not much ghosting here only in a few scenes but that differs with different equipment ..hotel transylvania 2 is better all around tho..so more like 3.5 for this review and a higher review for the 2nd movie ..needed more pop outs with a higher percentage of coming out toward you..if collecting for 3D only..its a toss up..if watching in 2D rent it..the story is better in the 2nd movie also..,1455667200,"02 17, 2016"
"The story was forced, the tensions contrived and over all, it really should have been a 15 minute skit instead of a full length film. They even repeated a couple scenes in this movie, so basically it was the first movie over again, but not as good.",1387497600,"12 20, 2013"
I enjoyed this film but it been done before as far as post-apocalyptic tale.,1426550400,"03 17, 2015"
"Queen Christina opposes her advisors, who relish war and want to choose her husband. She flees the royal life, is mistaken as a man and falls in love with a fellow traveller. Conflict ensues when she returns to the palace. [Because Garbos persona in real life exhibited both masculine and feminine characteristics, this mistaken perception was believable.] I appreciate Greta Garbo in her silent films, and in those films she is marvelous. Queen Christina is considered by many to be her best film. In her talking pictures Garbos voice is low, and she speaks with an accent. Her acting is also, at times, stiff and unnatural. She has, though, some very powerful moments as an actress in this film. The film is very good, Garbo is beautiful and spellbinding, and one who appreciates film should see it. View, as well, Garbo at her best in such films as Romance, Susan Lenox, and Grand Hotel.",1467849600,"07 7, 2016"
"If you have already collected some ""Dragnet"" episodes in the past, then be warned.The box carries a 60's colour photo of Jack Webb, and - in the background - a photo of Jack with Harry Morgan, who played  Friday's partner in the late Sixties.  The contents, however, are all from  the original Fifties series. That's well and good if the shows are new to  you - but they have all been available from other sources for some years.The box contains six shows: 1.  The big seventeen (1952)2.  The big  producer (1954) 3.  The big counterfeit (1958) 4.  The big car thieves  (1955) 5.  The big run (1954) 6.  The big crime (1953)I had problems  with my box set.  The flap which protects the tape was broken on Tape 2;  and Tape 3 does not track properly.  This gives me strong doubts about  quality control on this product.  As I said at the top, be warned!",953510400,"03 20, 2000"
This movie blew chunks. End of review,1460160000,"04 9, 2016"
"Fairly lame movie that is made only worse by the acting.  Of course anything with Shannen Doherty in it is Dead on Arrival and in this, she is her usual untalented ""how did this person ever get any role"" mode.",1424995200,"02 27, 2015"
Pretty good and based on recent actual events,1483920000,"01 9, 2017"
"I won't give you some kind of breakdown of alternate earths or try to impress you with my knowledge of comic history.  Instead,  I just wanted to say that I love the Justice League and that, like my title, this is one of the best animated superhero movies that I have seen.  I would put it right up there with&nbsp;<a data-hook=""product-link-linked"" class=""a-link-normal"" href=""/Batman-Year-One/dp/B005I5C654/ref=cm_cr_arp_d_rvw_txt?ie=UTF8"">Batman: Year One</a>&nbsp;,<a data-hook=""product-link-linked"" class=""a-link-normal"" href=""/Justice-League-The-Flashpoint-Paradox/dp/B00DIJQUW2/ref=cm_cr_arp_d_rvw_txt?ie=UTF8"">Justice League: The Flashpoint Paradox</a>&nbsp;,<a data-hook=""product-link-linked"" class=""a-link-normal"" href=""/Batman-Under-the-Red-Hood/dp/1401231454/ref=cm_cr_arp_d_rvw_txt?ie=UTF8"">Batman: Under the Red Hood</a>&nbsp;or Batman Beyond (a TV show I know.)  Also way better than&nbsp;<a data-hook=""product-link-linked"" class=""a-link-normal"" href=""/Superman-Doomsday/dp/B000W453HO/ref=cm_cr_arp_d_rvw_txt?ie=UTF8"">Superman: Doomsday</a>&nbsp;which I didn't care for at all.  All of the characters were well acted and felt real (in a comic book sense of course).  Also, no b****y Lois Lane like in some of the other ones. I really enjoy alternate history/earth stories and this was a real good one.If you like these characters, I would highly recommend this.This review was for&nbsp;<a data-hook=""product-link-linked"" class=""a-link-normal"" href=""/Justice-League-Crisis-on-Two-Earths/dp/B0038AUOXW/ref=cm_cr_arp_d_rvw_txt?ie=UTF8"">Justice League: Crisis on Two Earths</a>&nbsp;Amazon instant video.",1374451200,"07 22, 2013"
"Like all Disney treasures, this is well worth putting to your collection of Disney dvd's, this would make a great present, for anyone. All disney treasures are worth collecting, because most of them arn't in print very long, and they get very valuable, it will be a rare disney classic, i bet my name on it.. buy it,<a data-hook=""product-link-linked"" class=""a-link-normal"" href=""/Walt-Disney-Treasures-The-Chronological-Donald-Vol-4-1951-1961-Collector-s-Tin/dp/B001DPHDC4/ref=cm_cr_arp_d_rvw_txt?ie=UTF8"">Walt Disney Treasures: The Chronological Donald, Vol. 4 - 1951-1961 (Collector's Tin)</a>",1228521600,"12 6, 2008"
Silly and non-sensical. Can I get my money back?,1405123200,"07 12, 2014"
the item took forever to get to me. do not buy from them. heed my true words. total garbage item.,1320364800,"11 4, 2011"
Kept my interest. Enjoyed Pierce Brosnan. Somewhat predictable but decently done.,1418083200,"12 9, 2014"
This is a wonderful film. It is in French with Engilsh sub titles. It takes place in German occupied France. A young couple send their 8 yr old boy to the country to stay with the land ladies parents. He has to keep his secret that he is a jew and pretend to be at Catholic. The old man is so funny and so in love with his old dog that he feeds at the table from a spoon. The couple are so kind to the boy. The child has fears and is not treated too well by the other children but the old man is is friend. It is just touching and leaves you feeling good in the end. I highly recommend it to anyone who loves War time stories.,1216252800,"07 17, 2008"
"This movie was by far the worst I have ever seen, I had to fast forward most of it, as it was painfully drug out. You would be better off constipated, sitting on the throne with a comic book instead of watching this load of garbage.Eastcoast Phil. TCBRN.",1138665600,"01 31, 2006"
"T-MEN(1947)---Dennis O'Keefe, Wallace Ford, Charles McGraw, Mary MeadeThis is a fine, gritty, film noir, directed by Anthony Mann and filmed by John Alton. It's done in a ""semi-documentary"" style, with periodic ""voiceovers"" explaining to the viewer how the Treasury Department does its job---the film does for the Treasury Department what, THE STREET WITH NO NAME, did for the FBI. Dennis O'Keefe plays a ""T-Man"" who goes undercover with a partner in order to break up a counterfeiting ring. Although the ""voiceovers"" become a little tiresome, the movie is well-paced and the plot is engrossing. Wallace Ford is good as a sleazy little guy known as, ""The Schemer"", who overestimates his ability to ""scheme"" his way out of things. Charles McGraw is excellent as a vicious hood---but then, that's his forte, isn't it! Naturally, after a few close calls, O'Keefe succeeds in bringing down the counterfeiters. This is a good film and I highly recommend it to fans of noir.",1257638400,"11 8, 2009"
"This is Hands Down the BEST Dracula Movie I ever seen, and I have seen a LOT. I just LOVE how they went with historical Fact (I researched it well YEARS AGO) about Vlad, and then turned it into the vampire he was for Bloodlust. My hats off to you, and I highly recommend this to anyone out there ever interested in Drac.....",1431388800,"05 12, 2015"
"Will just go ahead and buy. I have the Whole Series and expected to be disappointed, but was GREATLY SURPRISED. Didn't recognize actors playing Boris and Fearless Leader for 10 minutes. Watch at all means.",1508457600,"10 20, 2017"
"wow, what an utter waste of cloud-space needed to store this drivel. I'm from Arizona so have a natural intense dislike of metrosexual atypical (they're not all like that) Californians. Here we have a pack of them... a few nondescript male-ish characters and some strippers looking for a break into the movies (sums up LA right there). They wander around a building saying nothing important for the entire movie. Trust me you can live happily without that. In addition there are some little girl ghosts who pop up for about 5 minutes total and don't do much... well, they dance ring a ring a roses but thats about it. The only thing creative thing in these Prime ""F"" horror amateur productions is the cover picture and the titles, everything else is an embarrassment. Just one last point, it's found footage style, as if it wasn't bad enough to start with.",1489363200,"03 13, 2017"
"Dave Buznik (Sandler) is a self-loathing businessman who is wrongly sentenced to an anger-management program, where he meets an unorthodox instructor, Dr. Buddy Rydell (Nicholson).  Dr. Buddy decides it would be in Dave's best interests if he were under strict observation for 30 days...this means living together.Adam Sandler and Jack Nicholson. Sounds about as likely a pairing as Robert DeNiro and Ben Stiller...oh...wait. Anyway, Anger Management is a typical Sandler comedy; complete with repetitive jokes, raunchy humor, and a cheesy ending. Only through the curious casting of Nicholson, his grand presence and comedic know-how, does Anger Management elevate itself above most of Sandler's previous work.The pairing of Nicholson and Sandler is quite unique given their body of work and acting styles. However, I did feel that they worked well together on screen. Where else can you see these two different men sing ""I Feel Pretty"" from West Side Story? Some of Anger Management's jokes do wear a little thin, but I found it to be genuinely amusing at times, particularly Sandler and Nicholson's encounter with a wrestler-like monk.",1051056000,"04 23, 2003"
One of my favorite,1460246400,"04 10, 2016"
Lots of action but outrageously ridiculous,1508457600,"10 20, 2017"
Loved this series! Derek Jacobi is amazing.,1429142400,"04 16, 2015"
"For the actual cinematic qualities, see Roland E. Zwick's excellent review.  Short version:  it doesn't work all that well, because it is dry and wooden.OK, so the medium is lacking.  What about the message?Well, you get to review bad war leadership decisions from the Bush administration.  Who knew?In the Streep/Cruise thread, Cruise very much ends up being the straw man, but gets to put his case across very eloquently.  Merryl Streep often challenges him, but without pressing her arguments (hint: she's doing it for the audience).  When she does really object, it is not with him, but rather with her news manager.  I guess a central point Cruise makes would be hard to answer:  what would exactly happens if the US cuts and runs now?And that's the whole weakness on the foreign policy side:  it criticizes but doesn't manage to even try to articulate an answer.  Or indeed even ask novel and important questions, as it doesn't rise much above canned, though valid, criticism.Where it does come up with its own ideas, through Redford's character, it proposes a woolly, likely useless agenda about an in-USA-Peace-Corps that has absolutely nothing to do with Afghanistan/Iraq.  And it laments the supposed stupidity, ignorance and apathy of the voters.  Original that.  And with just a whiff of elitism.In the end, the best thing about the movie is its title.  It refers to WWI German soldiers admiring the doomed courage of British soldiers at the Battle of the Somme, while they were lead by an incompetent top leadership.  That pretty much summarizes Iraq and Afghanistan 6 years on, though the failures are much less at the military than at the political level.I applaud Robert Redford for trying to wake folks up, but this ain't 'Apocalypse Now', 'Deer Hunter' or even 'Three Kings' in terms of cinema quality or mass appeal.  As a result, its audience and its effects will be limited.",1209168000,"04 26, 2008"
"There is so much to like about about the Merchant-Ivory production of A Room With a View that I couldn't wait to see it with all the detailed glory possible from an HD-DVD.  But I wanted to hear it too, and alas, with this Warner/BBC version of the disc I could not: It does not have a Dolby or even a basic 2-channel soundtrack. Just DTS HD.Amazon had nothing on the site to warn of this. A sad oversight.",1210464000,"05 11, 2008"
"Boring movie, ok transfer...",1528588800,"06 10, 2018"
Great item and fast delivery!!,1411084800,"09 19, 2014"
This was such a great show. Way better than 30rock which edged them out. Loved the characters and the story. Maybe they can bring it back...,1381622400,"10 13, 2013"
"This movie started out really good, the storyline was interesting and it had promise. Kelly Martin did a great job in her part. As the movie went on there were several obvious mistakes that made it seem silly. After the two women are attacked and escape to the RV with no belongings, all of a sudden the next day they both have brand new fashionable outfits on. And where exactly did those come from?The plot becomes more and more predictable as the movie goes on, and Kelly Martin's character ends up disappointing with her extreme stupidity toward the end. She spends the whole movie being smart and making good decisions, and then once she talks to her husband again she apparantly loses her capacity to think. If the end had not ended up being so predictable and silly this may have been a good film.",1317427200,"10 1, 2011"
By no means as good as the 1st. Only get it if your collecting them. If not your gonna be vary disappointed.,1446595200,"11 4, 2015"
"If you like Naval battles, stories about Ancient Greece, the development of Western civilization, 500BC, this is a must see. Highly enjoyable on widescreen.In future movies, the producers and writers can recreate all ancient Greek battles and I would watch them. 300: Alexander the Great.Or Rome - 300: The Triumvirate, Caesar, Crassus and Pompey. Lots of action in the lives of those three.The Spartacus series was a brilliant tv series. On par with Game of Thrones.",1403308800,"06 21, 2014"
Best Movie Ever Made!The casts were gorgeous.I love this movie very much. I would definitely recommend it to all my friends.Get this movie also:http://www.amazon.com/gp/product/B00I6JOBTI?ie=UTF8&camp=213733&creative=393185&creativeASIN=B00I6JOBTI&linkCode=shr&tag=nealo10a-20&linkId=22BZS3C3HVE2BXDT,1411776000,"09 27, 2014"
Cant go wrong with classic cartoons brings back a lot of good memeorys,1497916800,"06 20, 2017"
"On HBO so they can be raunch, fowl, and disgusting is how they advertise!  That should be all you need to know!  If you're seventeen, and a moron, you will probably like this.",1437177600,"07 18, 2015"
Our greatest president!  Completely opposite the communist bum squatting in the white house now!  Barry Bostwick brought George Washington alive in this excellent mini-series!  What a great actor!!,1420329600,"01 4, 2015"
"Was not sent Two-Disc Platinum Edition Blu-ray/DVD Combo, only the Blu-ray version.",1407283200,"08 6, 2014"
"This tried to be a combo Blair Witch Project, Night of the Living Dead, and at least 10 or 15 other old sci-fi/zombie films. Not sure how it ended, I was distracted by....everything else.",1372723200,"07 2, 2013"
My 4 year old grandson loves these.,1491264000,"04 4, 2017"
"This was not the best.  Okay if you are an M.J. Fan.Your money is better spent on the ""This Is It"" DVD.",1356739200,"12 29, 2012"
"OMG I hated this movie.  Awful writing plus awful acting.  It had it's moments but all in all I just got mad at how stupid the characters in this movie reacted to the situations they were in.  Some of the things they said were just ludicrous and just made it intolerable and very hard to watch.  I hope there is no sequel to this as the ending may have implied that there could be one.  One of this was more than enough, thank you.",1476144000,"10 11, 2016"
Movie was ok although I wouldn't watch it again. Wish I had saved my money.,1427846400,"04 1, 2015"
Great Special FX and pretty good acting. Not the best science fiction film I've seen but it keeps you interested. It's a good family film as long as the children understand that it's fiction and no more plausable than a Star Wars film. 3 stars!!!,1370563200,"06 7, 2013"
Not great but kept my attention.  Dakota Fanning is wonderful.,1410566400,"09 13, 2014"
HORRIBLE!!  I can't even say watch this for the great action.  The plot is beyond corny and unbelievable.  They could've tried to show some hot scenes of Selena Gomez to save it but didn't bother.  Total bore-fest...skip it and thank me for the time you saved!,1386547200,"12 9, 2013"
"It's amazing how  the basic Terminator storyline can still generate some dramatic tension almost 20 years since its introduction. I sat there in the theater noticing the  similiarities in all three movies: the arrival of the two warriors, one sent to kill, the other sent to protect (this time I noticed they arrived in large disco balls), and then the introduction of the character who's at the center of all the fuss. The tension mounts as they both hunt for John Connor simultaneously, culminating in the initial action scene. It's almost predictable what will happen, but I was still engaged even though I had seen this setup twice before.  I guess it shows how well done the original story was for a sci-fi action movie.And the  initial action  sequence was incredible. Part of me was enthralled; the other part of me was wondering how the city of L.A. let the producers of the film destroy so much stuff. A lot of it looked like it was filmed on location. This chase scene was equal to (or better than?) the one in The Matrix Reloaded mostly because of the sheer destruction, and the concept of the Terminatrix controlling multiple vehicles.  But I wasn't as impressed with this new Terminator; it was like a cross between the T-1000 and Inspector Gadget. It had a ""been there, done that"" feel  to the special effects. I also liked Robert Patrick's portrayal of the T-1000 better. He almost seemed like an animal, hunting and sensing his environment, where Kristana Loken's Terminatrix came off like a pissed-off smug model at a nightclub.Then the plot contrivances kicked in and I began to wince. I was wondering how they were going to justify the arrival of the Terminatrix since T2 ended with such a strong sense of finality. They destroyed Cyberdine systems and skynet before its inception and stopped the nuclear war! Where could you go from there? Arnold saying, ""you didn't stop it, you merely postponed it"" wasn't satisfying enough. They never showed how they continued the work of Cyberdine. Skynet was just up and running at the beginning of this movie. And the fact that Skynet sent yet another Terminator, which was even better than the T-1000, was wholly unoriginal. How did it find the time to create and send those new Terminators even though it was basically defeated?But that really isn't my main gripe. My main gripe is that it didn't have James Cameron's touch for action movie storytelling. James Cameron is one of the best action movie writer/directors not because he could blow stuff up, but because he was able to write in just enough back story and characterization so when the action occurred, it was more dramatic. The characters of Ripley from Aliens and Sarah Connor from T2 were fleshed out so there was an emotional attachment for the audience. The introduction of John Connor's wife was interesting, but in the end she seemed like another doe-eyed person thrown into the action. The running times of both T2 and Aliens were over 2 hours and 20 minutes because James Cameron gave enough time to set up dramatic action and create strong characterization (well good enough for an action movie). T3 had a running time of approximately 1 hour and 50 minutes.Maybe the producers of T3 thought the only thing needed for a Terminator movie was a recycling of the basic plot and throw in more advanced special effects. But T2 and the original also carried some emotional resonance as well. Therefore when this movie ended I was able to get up quickly and head out to the shopping mall.",1057708800,"07 9, 2003"
"So sick of this.  I JUST went out and bought the first five seasons...also made by SHOUT! Factory, waiting, hopefully for the sixth and last season to come out....nope, found out that it will never be released for all of us loyal customers to complete this series.  Now we have to buy the entire set at $125+ to complete it?  No way.....",1410912000,"09 17, 2014"
"Low budget, not funny, ghetto as heII, inane, inept, cheap, stupid, pointless, low class..and Todd Bridges .... and wishes it had an ounce of style, substance or even budget that any of the Friday films had..  There, 20 words... AVOID .. unless you're the type who washes your floors with raw bleach and keeps your dvd's in a stack on a living room speaker, but always wonders ""I wonder why my  movies be freezin' up??"", then this this film is definitely for you..",1398124800,"04 22, 2014"
"Intriguing!! This film focuses on the, /alien/ufo/supernatural influences on the earth today. It puts one in the position to think about things in a different way.",1385942400,"12 2, 2013"
"Really want to make this purchase, however, I made a purchase once with the Ultraviolet only ""digital copy"" (which is useless unless you have Internet access, when you're ready to watch). I had trouble viewing online, contacted their customer service and they were unwilling to give me a code for ITunes, so that I could at least view what I paid for.  Useless!  Unless I have the a true digital copy, I'm not paying for the movie.  These companies are crazy if they think I feel privileged to watch an online copy of a movie I already paid for, not to mention the fact that the movies expire online.  So much for ""watch your movie anywhere, anytime"".",1354233600,"11 30, 2012"
This is one great show. The plot lines are fantastic for a mystery show.,1410393600,"09 11, 2014"
"While there are many dramas of the Tudor period, we found this one to be very entertaining and extremely well done.",1402876800,"06 16, 2014"
It's starts off well with Guadalcanal but loses my interest as it goes along. The year 1943 is almost non existent and the characters are not written that deep. Good acting and battle scenes though but Band of Brothers is much better,1448064000,"11 21, 2015"
GREAT SHOW VERY FUNNY AND EXCITING!,1413849600,"10 21, 2014"
"To begin with: JUGGERNAUT does NOT run 90 minutes. This British-made programmer clocks in at a lean 64, tops. Caveat emptor.Second: only Anglo-cinemaphiles/authorities will recognize any of the supporting cast (not that it's critical).Finally: a decent copy, that is, one free of jitter, scratches, edit breaks or dropouts, has yet to come available on the home video market, most unfortunate for Karloff fans or aficionados of vintage mysteries. Maybe some day? Meanwhile, for all of us it's a choice of junk.... or naught.Parenthetical number preceding title is a 1 to 10 imdb viewer poll rating.(4.6) Juggernaut (UK-1936) - Boris Karloff/Joan Wyndham/Arthur Margetson/Mona Goys/Anthony IrelandSpecialists in niche market material such as vintage programmers and TV shows, Pennsylvania-based ALPHA VIDEO is owned by Jerry Greene, founder of Collectable Records. Quality of their unrestored movie transfers varies from fair to good, based on condition of source material stock (often old 16mm broadcast prints). The only extras provided are a catalog insert and DVD-accessible title list.",1269043200,"03 20, 2010"
THE MOVIE WAS ALRIGHT FOR ME,1470355200,"08 5, 2016"
dgssd,1452816000,"01 15, 2016"
"Korny and if one's being reading about the FP, not very informative and barely entertaining.",1448150400,"11 22, 2015"
