reviewText,unixReviewTime,reviewTime,rating,label
Not really worth the money IMHO.,1419033600,"12 20, 2014",2.0,-1
A satisfactory diversion for one and three quarter hours.,1411516800,"09 24, 2014",3.0,0
Well worth the time to watch.,1438214400,"07 30, 2015",5.0,1
Not a family movie,1476576000,"10 16, 2016",1.0,-1
Meh. Tries to be a deep commentary on the class system but falls short.,1466640000,"06 23, 2016",3.0,0
I found this movie very disturbing to say the least. Watched it at my grand daughters request. I don't recommend it!,1363305600,"03 15, 2013",1.0,-1
"My hubby and I enjoyed it, but there was way too much drama with these adult kids! Could because we've had the same at one time or another! Don't know that I'd buy Season 3 if there is any!!!",1414972800,"11 3, 2014",3.0,0
We liked this movie overall... adaptation of the fairy tale theme.  I would say that it was not as exciting as expected though given the higher caliber cast.,1372550400,"06 30, 2013",3.0,0
"Racist tones. Judge for yourself. Or better yet, do not support this type of film. I would never let a child watch this movie. Lot's of killings",1384646400,"11 17, 2013",1.0,-1
An 80s classic,1455148800,"02 11, 2016",5.0,1
What a FUNNY movie!  I laughed until my sides hurt!,1434585600,"06 18, 2015",5.0,1
It's ok.,1440028800,"08 20, 2015",2.0,-1
I love all the characters.  and the actors who portray them.,1453248000,"01 20, 2016",5.0,1
"Highly recommended! What an unforgettable experience. It is funny, smart, maybe sad at times.....actors are amazing! Great great movie!!!! I wanted to see it for while now. 3/19/18 update-watched it again and loved it again! Great movie.",1401580800,"06 1, 2014",5.0,1
"Kevin C. is one the best actors of Batman, when i watched this I thought there were cool elements but overall I was disappointed. Because of the artwork and the lack of elements i expected to be in a Batman movie. I know the art is its own style, personally I would not have mixed Batman into it.",1377561600,"08 27, 2013",2.0,-1
"went to sleep, didn't finish it",1444867200,"10 15, 2015",2.0,-1
Great show and actors.,1412467200,"10 5, 2014",5.0,1
ok,1429660800,"04 22, 2015",3.0,0
It was an ok movie,1455580800,"02 16, 2016",3.0,0
"Terrible movie.  Can't say one good thing about it!  Violent, senseless, no story except a man who was beyond sick, and best of all, the ending made absolutely no sense.  Would not waste my time watching this one if I had it to do over.",1483401600,"01 3, 2017",1.0,-1
A rather dumb plot.  I couldn't believe what the 'dumb' girlfriend did in one scene..especially for someone that is supposed to be smart.  Very violent.  Most scenes NOT believable.,1495670400,"05 25, 2017",1.0,-1
"this is a good selection of westerns movies, they all have a good story to them, very good actors in them,",1392768000,"02 19, 2014",5.0,1
We did not like this movie at all.  It certainly was not a comedy.  We would not recommend it at all.,1398470400,"04 26, 2014",1.0,-1
"Good flick, but could have been better.",1405728000,"07 19, 2014",3.0,0
"Robin Williams continues his diverse acting ability with this role.  Unfortunately, his performance is not enough to save this movie from itself.  The film had the potential to be a blockbuster.  The problem is where it wants to go.  It doesn't know if it wants to be a psychological thriller, a Sci-Fi Fantasy or a moving Drama.  There wasn't enough to identify the characters and make us care.  With more time and added scenes, this movie could have been something.  Disappointing!",1125446400,"08 31, 2005",2.0,-1
"It was okay, kind of predictable, but unrealistic.",1431388800,"05 12, 2015",3.0,0
I disliked this movie because it was quite strange and the story led from nothing to nothing. Nothing ever happened.,1470096000,"08 2, 2016",1.0,-1
"This one film, that I really enjoy watching. Its about the morals about people.  Gary Cooper played a  great role, of course. He is great actor.",1421971200,"01 23, 2015",5.0,1
great actors but little drawn out,1468540800,"07 15, 2016",3.0,0
"I saw Michael on a few other programs and he was hilarious, so I decided to check this DVD out.  First of all, it starts out showing the most ignorant black people on the planet.  Then, he goes on and on about how much money he has...after about 25 minutes I did not have one single laugh, I took out of DVD player.  Thank god I rented it from Blockbuster, if it had been good I would have purchased for my collection.  Maybe next time, cause this one was not funny at all.",1067817600,"11 3, 2003",1.0,-1
"A good ""twilight zone"" type of movie",1407715200,"08 11, 2014",3.0,0
Better than I thought it would be.,1467936000,"07 8, 2016",3.0,0
"This movie stars two of my favorite actors, Drew Barrymore and Adam Sandler. I never miss a film made by either one, so having them together in this touching and hilarious film makes it a sure-hit for me.I've watched it multiple times, and I never tire of this wonderful romantic comedy.",1201392000,"01 27, 2008",5.0,1
"The plot gets quite complex in the end and that makes it unbelievable; otherwise, this is pow story, the Great Escape with a twist.",1418688000,"12 16, 2014",3.0,0
Another silly French film,1419638400,"12 27, 2014",1.0,-1
This movie was very much like the book. The casting was perfect.  I loved Debbie Reynolds as the grandmother. I would recommend this light comedy.,1397779200,"04 18, 2014",3.0,0
very different; actors were terrific in their roles; an ironic story/message....loved the surprise twists.,1438300800,"07 31, 2015",5.0,1
We watched this last week & enjoyed it again,1503792000,"08 27, 2017",5.0,1
Got a little too weird for me,1443139200,"09 25, 2015",2.0,-1
"Movie was okay.  Having read the book, I expected more passion, excitement, & love.  I'm glad I watched it, but for me it fell short and did not have the ""inspirational"" piece that I expected.",1481932800,"12 17, 2016",2.0,-1
1,1470787200,"08 10, 2016",1.0,-1
not even close to what we have come to expect from British mysteries.,1527984000,"06 3, 2018",1.0,-1
"A good movie, especially with the talent of Tony Randall and so many other beloved actors!!!  Even a very young Richard Dreyfuss lends his talent here!  With its unique plot line, it will surely keep you involved, but unfortunately lacks a solid, compelling ending to the story.  Well worth time, just wish it went a little further to close the theatrical loop!",1389312000,"01 10, 2014",4.0,1
Thankfully this was a free rental. Do not was your time.,1430352000,"04 30, 2015",1.0,-1
"I really don't know if I liked this movie or not, you know?  I just saw it for the first time(I just got done watching it five minutes ago) but I'm still thinking.  It was scary-very scary-but...I don't know!  It was DIFFERENT!  I'll have to watch it again in order to fully grasp the plot and all, but you'll have to see it for you self.  I enjoyed how they brought Tommy Doyle back, and how the Myers' house is back to normal, but I can't really say I enjoyed the plot about Michael Myers being part of a tribal cult or whatever.It was better than three, but inferior to the original",980467200,"01 26, 2001",3.0,0
Great :),1408320000,"08 18, 2014",5.0,1
"OK, about what we expected.",1469577600,"07 27, 2016",2.0,-1
Alternative motives created the creature and then they did not desire to kill it even when the human numbers decline. Slow plot line for a so-so movie.,1405555200,"07 17, 2014",3.0,0
"This will NOT be a Christmas tradition at our house.  It was mean and ugly.  Shows only the bad aspects of the holiday and families, none of the good things.  They manage to make even the actors look bad.",1260316800,"12 9, 2009",1.0,-1
The worst movie I have ever seen in 50 years.  I will NEVER watch anything with Melissa McCarthy again.  Do not waste money on this horrible movie.,1469923200,"07 31, 2016",1.0,-1
Predictable but I didn't sleep through it so I'm giving it four stars. The actors were okay.,1452038400,"01 6, 2016",4.0,1
This season was just as good as Season 1.  The actors are great as is the storyline.  I know many people who watch this faithfully.,1365120000,"04 5, 2013",5.0,1
"A good movie make you feel satisfied, like a good dinner. This one did not",1407196800,"08 5, 2014",3.0,0
"fantastic item shipped as requested, great!  I'm very pleased have a wonderful blessed day John 3:17 filled with lots of smiles :D",1360540800,"02 11, 2013",5.0,1
"If you love Woody Allen's type of writing it's worth a watch, just not sure if I would rather have waited until it's a Prime rental. It has some moments but in comparison I enjoyed ""To Rome With Love"" much more so.",1390953600,"01 29, 2014",3.0,0
This film has nothing to offer other than a macabre Hollywood history. No real story of its own. Nothing to see or fear. Watching actors pretending to be scared of no real threats gets old fast. So DON'T! waste your hour and a half on this.,1516752000,"01 24, 2018",1.0,-1
I'd have to rank this as one of my top favorite films ever!  This is now a part of my permanent film library.,1387670400,"12 22, 2013",5.0,1
"I preferred the remake honestly, as far as gore and explicit horror goes. The original is far more creepy, however. This movie is classic Craven and I will give credit where credit is due. It is scary, though more subtle and toned down than the remake.  The atmosphere, acting, and plot are all effective and get underneath your skin. A must see for any true horror fan.",1439078400,"08 9, 2015",3.0,0
O.K.,1423785600,"02 13, 2015",3.0,0
bad movies,1504396800,"09 3, 2017",2.0,-1
"I usually don't go in for these types of movies, but took a chance based on actors and I was NOT disappointed.",1463529600,"05 18, 2016",5.0,1
Funny and entertaining.  The narration adds a lot of funny commentary and makes the movie much more entertaining. Fun time,1385942400,"12 2, 2013",3.0,0
i cannot believe i actually sat thru this entire movie! kept waiting for it to escape and actually do some damage.would never recommend this for anybody to watch. this must have been a very low budget movie.,1475712000,"10 6, 2016",1.0,-1
very pleased,1486080000,"02 3, 2017",5.0,1
"Great job by the actors, all of them - sometimes a bit slow but worth the watch.  Not the typical ""family"" movie.",1390867200,"01 28, 2014",3.0,0
Too long to get into it.  List interest,1447718400,"11 17, 2015",1.0,-1
Could be better.,1404864000,"07 9, 2014",3.0,0
"Fun, not too serious, ""Retired, Extremely Dangerous"". :)You get to see some actors in unusual roles having some fun with toys and showing up the younger kids.I didn't expect much, and it was fun, with a good ending.",1306281600,"05 25, 2011",4.0,1
Real Neat,1441152000,"09 2, 2015",3.0,0
GOOD,1484697600,"01 18, 2017",2.0,-1
"Love the movie the first time I watch it I love it ever since . Some drama, funny and songs. Songs are good.",1400112000,"05 15, 2014",5.0,1
different,1485129600,"01 23, 2017",3.0,0
Not a good movie,1479254400,"11 16, 2016",1.0,-1
Good ending.  Not my type of movie.,1423699200,"02 12, 2015",3.0,0
We love Next Generation!Watching the whole series for the second time!It's GREAT#,1415836800,"11 13, 2014",5.0,1
"This was a great start to the X-Men series. It was well told, with great actors, and a very compelling story. They did a good job of grabbing you from the beginning and keeping you interested the whole way through the movie.While it did have some corny lines the dialogue was overall not bad and made the story interesting.It had humor, action, and excitement. Overall, worth watching, even if you aren't too interested in comic books.",1453766400,"01 26, 2016",5.0,1
"I thought this movie was interesting. It moved right alone, The actor did a good job, the plot was good, and the ending was great.",1508803200,"10 24, 2017",4.0,1
Nope...,1429920000,"04 25, 2015",2.0,-1
A well done bio on an interesting personality.,1447286400,"11 12, 2015",4.0,1
I rented this and made my wife watch it the other day.  It's not as good as I remembered it but it's fine.  Probably better for a first time viewing.,1415664000,"11 11, 2014",3.0,0
"It's a great movie. Trailer didn't make it any justice. I didn't expect the plot, actors and everything else to be that good. Can't wait to see the other two parts.",1413072000,"10 12, 2014",5.0,1
Great Movie,1502409600,"08 11, 2017",5.0,1
"I guess I remember this being a really great movie, but apparently it's not good enough to hold my son's attention for long.I'll keep playing it and hope he pays attention, but for now, he's stuck on Pixar.",1357171200,"01 3, 2013",4.0,1
"could have been good if the story were not so poorly constructed. I still love Joaquin Phoenix, but I did not like this movie.",1445040000,"10 17, 2015",1.0,-1
I liked it just a little slow,1444867200,"10 15, 2015",3.0,0
Nothing to get too excited about,1477612800,"10 28, 2016",3.0,0
I really liked this movie. The actors played well together. The scenes from the road trip were stunningly beautiful. So I hope there is another movie on the horizon.,1443139200,"09 25, 2015",5.0,1
So bad I could only sit through the first 3 minutes.,1445558400,"10 23, 2015",1.0,-1
This movie was so much better than I expected. There were many well known actors and Common did his thing - this role was perfect for him and I was VERY impressed with his acting skills. He was a good guy trying to start his own business after getting out of prison but his past wouldn't let him go. The little guy that played his nephew was good also. :),1429488000,"04 20, 2015",4.0,1
Okay for college aged boys.,1417651200,"12 4, 2014",2.0,-1
The acting is good. Some good special effects.  I hoped for a better more sensible story and conclusion but i enjoyed it overall and recommend it.  The main actors are good ...so try it.,1473638400,"09 12, 2016",3.0,0
"it was a good movie. want action..you got it. great actors and intense scenes. i enjoyed it , hope you do too.",1401926400,"06 5, 2014",5.0,1
"Lavish sets, Beautiful costumes, attractive actors. What's not to like?",1474416000,"09 21, 2016",5.0,1
Love the actors.  Love the science.  Love how it's made for all viewers to enjoy!,1427068800,"03 23, 2015",5.0,1
Very interesting to watch,1437091200,"07 17, 2015",3.0,0
"Some funny lines, but more misses than hits. Just ok.",1420329600,"01 4, 2015",3.0,0
"The lone survivor of the Erotic Witch Project creates havoc while undergoing psychiatric treatment at a top-secret medical facility. THIS IS A COMEDY! Director John Bacchus has broken the boredom of sex-laden direct-to-video erotic filmmaking, churning out movie after movie at breakneck pace (hard for even me to keep up with) with an incredible end product each time. EROTIC WITCH 2 is his best yet, being the funniest and sexiest of anything he's done so far. All the acting is great, the direction & editing are way better than usual for this format...and then there's Darian Caine. While she's the only returning actress from the first movie, she steals the show every time with her uninhibited & energetic performance. She's just so damn funny, and not afraid to be non-sexual if the moment is right. Truly a great talent, I would probably watch anything as long as she was in it. Darian brings even more fire to an already hot picture. Way more NUDITY & SEX than in the original. There are at least 5 or 6 girl/girl sex scenes with full nudity, all softcore (of course). The 3-way at the end of the first one is topped here by a 5-way featuring all the female actresses that appear in the film. Unlike the first movie, the plot of this one doesn't even try to imitate the plot of BLAIR WITCH 2: BOOK OF SHADOWS. I guess no one really saw it so they didn't figure anyone would care. Plus, they were limited to shooting on video. Ah, what am I complaining about? This movie rules! And like the other Bacchus DVDs, this one features a 30-minute ""making of"" featurette and a ton of trailers for other Seduction Cinema releases. Can you beat that? Put this one on at your next party and see who becomes an instant fan! EROTIC WITCH 1, MISTRESS FRANKENSTEIN, and EROTIC SURVIVOR are also highly recommended.",991872000,"06 7, 2001",5.0,1
"Courtroom drama great, solving case and crime really enjoy watching,the actors make it great.",1423699200,"02 12, 2015",4.0,1
Great movie from the old old days. I still love it. Arnold is always a good actor.,1437782400,"07 25, 2015",5.0,1
The only thing this pathetic film has in common with the first 'Crow' film is the name - And it insults that name. Stupid plot and stupid acting make  it a complete disaster. Avoid this thing.,965865600,"08 10, 2000",1.0,-1
"No matter what you think, this 42 can never add up or become a 10 -- it's most definitely no Joe Morgan...",1381622400,"10 13, 2013",3.0,0
Pretty much what one would expect from Star Trek. Actors did great but one still misses the originals. Story interesting but in the end it's a sequel.,1432944000,"05 30, 2015",3.0,0
Very weird. Very Japanese,1485388800,"01 26, 2017",3.0,0
"For those who haven't seen the movie yet, DO NOT LOOK AT THE BLU-RAY COVER ART!!!Who approved the Blu-ray cover?? It's not just a minor spoiler, it's a MAJOR, MAJOR PLOT SPOILER!Good thing I've seen the movie already...and the movie as a whole is not that good...it was good during the first 30 minutes though.",1292371200,"12 15, 2010",2.0,-1
This was not nearly a good as the book.  Left a lot out.  Too bad.,1457654400,"03 11, 2016",2.0,-1
excellent,1480896000,"12 5, 2016",5.0,1
Implausible premise..,1481760000,"12 15, 2016",1.0,-1
Obviously dated but still kinda fun if you are in the mood.,1456012800,"02 21, 2016",2.0,-1
funny but nowhere near the previous movie,1408406400,"08 19, 2014",3.0,0
"This was a sell done movie based on a true story. It is truly amazing what the human body can endure if one sets his or her mind to it. Good story and great actors, well worth watching.",1395964800,"03 28, 2014",4.0,1
"Pretty weird, but somewhat engaging!",1476057600,"10 10, 2016",3.0,0
Anything from the Shout  factory is good,1476662400,"10 17, 2016",5.0,1
"great movie, love it in 3D!",1421712000,"01 20, 2015",5.0,1
"This show is great for the family.  I get one for our house and one for my daughter and granddaughter.  Season 4 was great.  Colin Morgan (Merlin) is a fantastic actor, moves us to tears often, and has great comedic timing.  And Bradley James (Arthur) has grown his character over these years so that we adore Arthur like his knights do.  The production values (costumes, sets, music, etc.) are first rate, too.",1358035200,"01 13, 2013",5.0,1
I was completely let down by this season. I kind of wish it never happened. Hopefully season six will get bring it back to being an awesome show.,1363824000,"03 21, 2013",1.0,-1
Love the story and the graphics . It's a good staying home just watch a movie. You will fall in love,1386374400,"12 7, 2013",3.0,0
Waste of time,1453593600,"01 24, 2016",1.0,-1
I won't tell you how the movie is but I'll tell you I think its horrible that we're not able to watch the movie without first being forced to watch ads for other movies.At least with a VCR tape you could fast forward or at the movies you can get some popcorn while you want.This DVD won't let you just put in the movie and play it.I'm not someone who would download or use illegal copies of movies but if the studios continue creating DVD's with no escape options I might change.,1079568000,"03 18, 2004",1.0,-1
Forgettable,1448064000,"11 21, 2015",3.0,0
Not near as good as cars.,1409616000,"09 2, 2014",3.0,0
Always a good movie to watch,1438819200,"08 6, 2015",5.0,1
Good classic judy garland film.  Pen pals start a romance.  I recommend for all ages.,1426464000,"03 16, 2015",5.0,1
"This was a wonderful movie on a Senior Home for musicians. I loved Maggie Smith in this movie and I am a big fan of hers. All the actors were excellent in their roles in this movie, and it certainly is a movie well worth seeing.",1394928000,"03 16, 2014",5.0,1
"Love all the actors, great movie",1504137600,"08 31, 2017",5.0,1
Finally got to see it but was happy i didn't see it in the movies. Somewhat entertaining but not very good as a whole.,1417305600,"11 30, 2014",1.0,-1
"It was good, Diane Lang is great!  Not as good as some as her other, new films, but it was good.",1474070400,"09 17, 2016",3.0,0
Good junk food for kids. They left a lot of room for more movies in the future. The overall Alien concept is pretty neat and the bad guys look very cool. I'm a 42 year old adult so I sat through and thought it was okay it but the 11 year old loved it.,1381795200,"10 15, 2013",3.0,0
"This DVD looked and sounded great; the surround sound put you right in the middle of the fire scenes. Unfortunately, I couldn't get involved in the very simplistic story. The only thing different about the film was the non-linear timeline. Everything else was by the numbers, including the performances. But, if you have a good home theater system, it would be worth a rental.",1116892800,"05 24, 2005",3.0,0
Unrealistic plot and pretty bad acting even by Will Smith.  If you can stream it for less than $2 than maybe its worth it.,1437523200,"07 22, 2015",3.0,0
"Kept hoping/waiting for something to actually happen in this movie, and really, never did. If you feel like wasting some time on a boring movie, with really zero payoff at the end, this is the movie for you.",1102377600,"12 7, 2004",2.0,-1
"This was my least favorite out of the 4 movies. I liked 1, 2, & 3 but this one lost me from the get go, and I never recovered.",1419206400,"12 22, 2014",3.0,0
"Right from the beginning credits with the cute animation & Deborah Gibson singing the title tune, I felt like this was a comedy Doris Day (another pop singer who acted in films) would have starred in. It was like one of Miss Day's 60's screwball comedies with a gay 90's twist. A fun, fluffy film.",985651200,"03 27, 2001",3.0,0
"What can I say except that a James Bond movie is a James Bond movie. Lots of action, good-looking women and a solid ending.",1464998400,"06 4, 2016",5.0,1
"Fantastic film that i first saw when i was little and i like it still. Amazing black humour, nice and relaxing comedy. After 20 years is still funny: funny actors, funny scenario and just 5 stars.",1169337600,"01 21, 2007",5.0,1
"I like Richard Gere, but this was an idiotic movie for him to participate. Not worth watching at all...was not able to finish it I must confess.",1527292800,"05 26, 2018",1.0,-1
not worth the time to watch it.,1445558400,"10 23, 2015",2.0,-1
"To be honest, I expected more, the previous sequels were much better.",1461974400,"04 30, 2016",3.0,0
"don't be fooled, this movie listed as in color is in glorious black and white!as far as the copy was not very good either but i did like the storyline and actors.",1380672000,"10 2, 2013",3.0,0
A couple of things didn't fit together smoothly to me. Interesting plot.,1436918400,"07 15, 2015",3.0,0
So so not great,1420416000,"01 5, 2015",3.0,0
Could not get by the mundane dialogue and by into the story. I like all the actors in this movie!,1398729600,"04 29, 2014",1.0,-1
It was sweet.,1454457600,"02 3, 2016",3.0,0
"Jimmy Stewart, Grace Kelly!!  Suspenseful, romantic, AND funny with wonderful character actors/actresses",1459209600,"03 29, 2016",5.0,1
This isn't the one I was looking for....The best one is the one with Harrison Ford as narrator because that's the one I saw in the theater and that is the one I like. It is the 2005 version. There is no ending in this one...cut off abruptly it seems. The Final Cut is the worst one.,1405296000,"07 14, 2014",2.0,-1
This is one of the most beautiful British TV series that I've seen.  The characters are fascinating; the history is accurate; the actors are wonderful.  I am really enjoying it!,1474848000,"09 26, 2016",5.0,1
I waited a long time to purchase The Critic for myself.  And all I can say is...it was well worth the wait.  Timeless humor delivered by a humorous and talented cast of writers and actors.,1402012800,"06 6, 2014",5.0,1
Humphrey Bogart good as usual.,1462320000,"05 4, 2016",5.0,1
Well done. It succeeds.  But it is strange and will leave you scratching your head.,1440201600,"08 22, 2015",2.0,-1
It is an okay movie,1484611200,"01 17, 2017",3.0,0
"No one will EVER play Mr. Darcy like Colin Firth has...NO ONE!!! I love this version simply because of him. He can say more with a look than another actor can with a dozen words. I have several versions of this movie and love every one. The behind the scenes are always a favorite of mine. I love seeing how they made the movie, designed the costumes, choreographed the dances, and cast the characters. I was surprised to learn that Firth almost didn't play Darcy. He later changed his mind and aren't we all glad that he did.",1459209600,"03 29, 2016",5.0,1
Excellent Service and Product as listed.  Thank you.,1416182400,"11 17, 2014",5.0,1
This move has spectacular special effects. One of the best fighting scenes is between Sandman and Spiderman. I found it's not as touching as Spiderman 2.It's worth renting.,1196985600,"12 7, 2007",3.0,0
"It was okay, but I just think the updated idea of Jesus being born in modern times could have been presented better.",1435276800,"06 26, 2015",3.0,0
Another movie to add to my Robert Downey Jr. collection. Not too bad of a movie. It is nice to see where these actors have gotten to since this movie came out.,1475452800,"10 3, 2016",4.0,1
I really like this Spiderman.  Love the new actor as well as his looks.  Also like the plot and can't wait to see Spiderman 2.,1355011200,"12 9, 2012",5.0,1
Bought it for my grand-daughter.,1451088000,"12 26, 2015",4.0,1
"A breath taking story.  This is a story filled with prejudice, love,  and hope.The actors are outstanding in their roles.Thank you",1386979200,"12 14, 2013",5.0,1
great wwII movie.,1470614400,"08 8, 2016",5.0,1
Please don't buy this movie it really sucks.  The cover looks cool and the description sounds cool but it will all trick you.  The story starts off good but then it gets stranger as you continue.,1322870400,"12 3, 2011",1.0,-1
I like the about the filming of psycho.  I sure wouldn't take a shower when alone.  All good actors.  I highly recommend.,1370390400,"06 5, 2013",5.0,1
The Mummy is back! But tings have changed. After the dropout from Rachel Weisz. Maria Bello was hired to fill in her shoes. Don't get me wrong she is an awesome actress but not for this kind of genre. The whole movie is a bit of this a bit of that and you always ask yourself when will it be over. I think the whole franchise is like a worn out shoe so hopefully it will be over forever. For those who want beat up time do me a favor and R E N T this movie but don't spend one dime for your collection.,1229558400,"12 18, 2008",2.0,-1
I didn't like it. To me it was boring. I also didn't expect or care for the unexpected nudity. The acting left much to be desired.,1400457600,"05 19, 2014",1.0,-1
"Although it took me awhile to actually sit down and watch this movie, once I did I didn't regret it.  The music is fun, the animation great, and the story entertaining for children and adults alike.  The cast couldn't have been better for the characters they played, and you could see a little bit of each actor in the character they voiced. A great movie for spending an afternoon or evening with your kid(s).",1146009600,"04 26, 2006",4.0,1
"I love Hugh Grant and the English sense of humor which is why I purchased this DVD.  I was not disappointed.  While it is not quite what I expected on the romantic comedy end it is well worth watching and ranks up there with ""Waking Ned Divine"" in terms of the comedy and how it all plays out. A great movie I'd recommend to anyone who is a Hugh Grant and/or English film fan.  Totally enjoyable.",1189036800,"09 6, 2007",5.0,1
Meh,1453507200,"01 23, 2016",3.0,0
"This in one of those Movies that you can watch over and over. I became a instant fan of Pascale Bussieres. I rerented it 3 times in 1995.""When Night is Falling"" is a Classic Love Story regardless of Sexual Orientation. Ms Bussieres is A really fine Actress. I saw this film years ago and bought the VHS from Amazon. Hopefully it will be rereleased on DVD. I have recently viewed her performance in ""Blue Butterfly"".She has retained both her beauth and her talents. I wish her continued success with her career.",1155686400,"08 16, 2006",1.0,-1
Time I will never get back.,1474329600,"09 20, 2016",1.0,-1
"If you ever thought of making your own movie watch this and it will inspire you to give it a try like the low budget film makers of this documentary, if not don't bother. The way it is edited is this movies biggest fault.",1465948800,"06 15, 2016",2.0,-1
A desperate last-chance effort to keep this film franchise going.  Horrible!  I'm sorry I wasted the time to watch it!,1291507200,"12 5, 2010",2.0,-1
love perry mason... enjoy seeing actors when they were just starting out..,1439510400,"08 14, 2015",5.0,1
This is not your typical sci-fi action movie. It has a real story line led by a classic leading actor.,1388448000,"12 31, 2013",4.0,1
Good,1452211200,"01 8, 2016",3.0,0
"I've seen all these movies before and thought this was a great collection. You have a little older added to a little newer movies. All of the movies have actors in them you will recognize. Scripts are all great, as is the acting. Worth the purchase, for sure.",1445644800,"10 24, 2015",5.0,1
Gave it a 3 only because of the stars in it. Movie itself was pretty bad. Watch at your own risk.,1377129600,"08 22, 2013",3.0,0
"If we do this to top members of congress then , that is messed up. The movie is creative and can make you ask the question , what if ?It is a remake I believe.",1117670400,"06 2, 2005",3.0,0
The DVD arrived in good condition and the wait time was as expected. Not too long. I reccomend this seller. This movie with Denzel was one of my favorites. A whole different direction. You should get this flick.,1333497600,"04 4, 2012",5.0,1
It was OK but I don't want to watch it again anytime soon!,1415059200,"11 4, 2014",2.0,-1
Great story and wonderful actors to get lost with in the world of fantasy,1458864000,"03 25, 2016",5.0,1
"COULDN'T EVEN FINISH THIS, TOO SLOW... !!!!!!!  NOT AS GOOD AS THE TRAILER MADE IT SEEM.",1489536000,"03 15, 2017",2.0,-1
Good show suppose to be in Miami beach but the credits say San Diego. Big difference. Better than most cop shows today.,1289260800,"11 9, 2010",3.0,0
The actor turned in a good enough performance considering the script he had to work with.  The plot was sad.  I don't think anything is more depressing or boring than to watch a man slowly lose his mind.,1445990400,"10 28, 2015",2.0,-1
"A bit to ""artsy"" for me.",1415836800,"11 13, 2014",3.0,0
"If you read reviews and take advice then please head this warning.  This film is not entertaining.  This film is not ""cerebral.""  This film is a waste of mankind's time.  Do yourself, family, loved ones and others a favor and forget that it exist and hope the producers, directors and all involved with this film never make another production for the remainder of their lives.",1492819200,"04 22, 2017",1.0,-1
Didn't really like it.,1415923200,"11 14, 2014",2.0,-1
Outstanding movie!!!!!!! great plot and good actors. Buy it!!!,1420675200,"01 8, 2015",5.0,1
Inter,1457568000,"03 10, 2016",3.0,0
Weak,1434153600,"06 13, 2015",1.0,-1
Its ok,1478304000,"11 5, 2016",3.0,0
Without fail I fall asleep every time I try to watch this movie.  That should say it all.,1416009600,"11 15, 2014",3.0,0
"This is a favorite DVD of mine and have sent two other two sets to friends.  Love the actor, the acting, the students, etc. etc.  One of Britain's finest productions.",1524700800,"04 26, 2018",5.0,1
Don't waste your time.,1457222400,"03 6, 2016",1.0,-1
OK,1419465600,"12 25, 2014",3.0,0
The beginning of the story is good but when it becomes storytelling I got bored. I just put my attention on the 3d animation.,1400198400,"05 16, 2014",1.0,-1
This actress should have every award there is.  She plays EVERYBODY!  Love it!,1465516800,"06 10, 2016",5.0,1
Some good laughs,1421366400,"01 16, 2015",3.0,0
I loved this movie and the theme and story line.  I love the actors and I think this is one of the best most well done movies of all time.,1391299200,"02 2, 2014",5.0,1
"I love seeing the old uncut shows but the quality is not the best, probably the way the series was filmed.",1357948800,"01 12, 2013",3.0,0
Historical based movie with great performances by Bill Murray and Laura Linney. The film is shorter than expected and did not live up to expectations. That said it's a pleasant little movie.,1370390400,"06 5, 2013",3.0,0
"Very well acted and produced film with some excellent familiar actors in distinctive roles, as well as the talented lead.",1397347200,"04 13, 2014",5.0,1
It was all good except the dinosaurs.,1456617600,"02 28, 2016",3.0,0
"I read this book many years ago, and was thrilled to come across the movie with a truly amazing cast!!  Complete disappointment is an under statement.",1400457600,"05 19, 2014",1.0,-1
"I cannot possibly express my love for this movie.  It is so good.  One of the best post-apocalyptic/vampire movies I have ever seen, and I love that genre, and have seen hundreds of movies of this type.  The story is awesome, and in some ways actually believable.  You need to suspend disbelief a little bit, but that is true of most movies, whether they deal with supernatural subjects or not.But the best thing about this movie is the creepy factor.  It's also extremely scary, and I love to be scared, as do most people who enjoy horror movies.  The director and actors do I really good job of drawing you into the action, and making the audience feel as though they are right there in the middle of it.  Truly some of the scariest sequences that have ever been filmed.If you enjoy horror/sci-fi/action adventure type movies, you will enjoy this one immensely.  I guarantee it.",1299369600,"03 6, 2011",5.0,1
"There. I ruined it for you. Now DON'T watch it. It's AWFUL. The music is pretentious, most of the action occurs in a sound stage with lots of water and the character is totally uninteresting.",1393113600,"02 23, 2014",1.0,-1
"While I really enjoyed this movie, this is technically a pilot for a TV series. Otherwise, the story is interesting, and it's well done, there was just no ending.",1510531200,"11 13, 2017",3.0,0
JUST OK,1414713600,"10 31, 2014",3.0,0
great animation,1410220800,"09 9, 2014",5.0,1
Interesting movie with a twist,1421798400,"01 21, 2015",3.0,0
It was okay. Entertaining enough.,1509753600,"11 4, 2017",3.0,0
"What a superb film produced by Clint Eastwood with some amazing effects, yes you have to stick with the story line at first as the story lines are developed and then come together. I had no problem with keeping French dialogue with subtitles, Matt Damon great as usual with some fine acting and the best brought out of the young London actors!",1303603200,"04 24, 2011",5.0,1
Comes across as a low budget thriller and wasn't as good as the previews looked.  Glad I didn't pay full price to see this at the theater.,1439337600,"08 12, 2015",2.0,-1
I can't give you a thumbs up on this film due to factor of not viewing at least fifteen minutes.,1442361600,"09 16, 2015",2.0,-1
